X,Y,Channel No,Frequency(Hz),Range
68.67,87.75,223,103300,4.043328939857175
39.51,81.33,114,92400,4.602050508122556
38.52,4.51,28,83800,7.237978926206209
80.57,15.36,298,110800,9.193629026478312
74.62,39.22,248,105800,7.392094789492508
34.98,39.49,74,88400,2.515673708082551
67.33,56.48,138,94800,9.799170327388547
42.91,78.46,126,93600,8.830209964311464
61.22,10.26,156,96600,5.451927435780043
54.88,74.24,183,99300,7.359111183663614
67.89,46.87,134,94400,2.0344970739536548
99.26,96.38,65,87500,2.286143129891923
34.73,26.46,30,84000,2.5512914727768568
27.24,45.07,170,98000,2.9793027188605183
45.93,4.22,105,91500,6.983634337821879
10.0,95.41,8,81800,6.624543650029521
99.19,27.18,141,95100,1.224199654622774
82.26,59.9,229,103900,4.659397777620871
96.83,70.93,234,104400,8.6791832641175
22.83,78.57,24,83400,2.1477375470870497
13.91,61.42,255,106500,0.9367702486382068
38.2,81.24,139,94900,7.273444965225896
57.16,1.61,195,100500,1.2720240506147928
68.36,5.05,109,91900,3.3358861982058183
8.67,49.84,204,101400,6.393188337005381
65.26,91.46,246,105600,2.544790742549854
56.18,77.84,28,83800,9.539199830971999
4.1,32.09,21,83100,4.233707344339505
47.44,69.42,36,84600,0.025863846592819595
74.76,80.06,121,93100,7.193161041102844
70.93,8.22,174,98400,7.727763711504152
66.91,94.65,148,95800,9.1767165284122
56.86,42.49,40,85000,4.2999762198269575
5.88,40.94,116,92600,6.421410068749386
13.28,8.03,14,82400,8.61965809992434
18.37,23.39,284,109400,2.570667479201859
60.34,36.78,82,89200,0.8004837436865553
7.29,92.38,231,104100,2.6714465349561545
2.58,77.55,79,88900,4.946839093725906
93.14,26.23,245,105500,2.072645628756166
83.84,8.1,95,90500,4.7200684869748235
35.78,57.78,221,103100,7.86985269954636
2.35,23.23,142,95200,0.842497244756244
84.8,83.97,11,82100,7.9695285523824255
24.41,42.22,104,91400,5.329373339058801
19.34,70.01,157,96700,8.48723376016348
24.6,90.8,286,109600,1.8833679787084934
29.12,35.27,187,99700,7.809291811165742
97.32,77.79,261,107100,5.2862853167767465
56.8,87.16,298,110800,6.651350150103713
30.19,4.54,109,91900,8.45976332018423
69.47,51.47,1,81100,9.41291248087361
3.11,16.68,296,110600,4.22890348020474
51.4,32.72,232,104200,7.282596747131728
78.85,31.71,159,96900,8.704102084494881
14.09,26.61,139,94900,7.279375914689713
80.2,53.64,165,97500,4.99722446331293
0.5,98.05,170,98000,0.761413610346795
7.33,16.48,269,107900,4.015349123973627
20.09,32.99,155,96500,7.09356871396839
34.39,81.71,262,107200,4.04146828502236
88.77,69.9,213,102300,2.9907258278038187
39.14,52.32,173,98300,2.335922232341794
63.78,17.73,138,94800,0.5565986617003815
61.08,55.14,44,85400,1.1003569752012143
56.95,71.09,51,86100,9.882525654217567
54.55,87.08,92,90200,1.769259901431025
82.32,40.69,165,97500,8.08035209809147
1.31,16.4,239,104900,7.070548181680165
43.7,27.04,206,101600,1.2762281966768663
74.17,79.88,284,109400,9.870388579197723
96.26,79.16,11,82100,0.022862558150522627
97.62,19.01,3,81300,3.138821427896008
22.56,96.18,267,107700,0.08744233407893098
34.79,53.97,245,105500,1.9984647269463884
47.77,49.67,173,98300,8.088330537170277
40.67,2.73,131,94100,8.711498780944252
81.51,27.02,146,95600,6.089321896565028
60.91,14.67,28,83800,5.489409569153391
14.51,22.31,234,104400,7.275401958382009
22.82,2.73,154,96400,0.4509756752950811
17.14,29.87,264,107400,0.14466873128636482
60.46,26.51,240,105000,5.0883973088108565
83.59,28.07,34,84400,5.329576476420751
39.43,99.57,245,105500,9.817131087390432
40.99,76.05,244,105400,3.935483562035812
98.35,68.86,61,87100,9.076090910025648
95.64,84.4,177,98700,1.0403807799113518
4.17,41.38,104,91400,1.9117688889915163
20.03,62.48,21,83100,2.2776695810807777
26.13,13.9,210,102000,4.829170298812375
93.72,89.51,270,108000,4.921213112987962
69.1,95.08,249,105900,4.137142930738728
98.84,4.51,193,100300,9.962112376864097
71.61,96.42,194,100400,7.1748287497090955
36.66,60.8,266,107600,5.819524543427667
65.72,8.15,227,103700,9.20499907494685
75.43,45.02,219,102900,2.729377223255889
16.59,69.31,196,100600,2.830561711934548
61.84,17.71,36,84600,4.82727271407774
7.95,87.67,224,103400,3.370466900218517
28.32,92.45,105,91500,2.463773633170696
16.52,64.02,65,87500,9.464707091857697
6.98,34.53,46,85600,3.496346744968956
22.99,28.27,103,91300,7.415516377231106
16.82,25.88,260,107000,9.983561402480488
40.37,0.09,86,89600,8.469840145364104
25.85,13.41,269,107900,6.810929973898108
1.18,45.51,269,107900,4.869594290672634
2.0,29.91,78,88800,4.907582783967797
34.48,12.92,210,102000,6.410265190152675
57.53,53.1,36,84600,2.6285306475767687
80.81,96.55,3,81300,9.23043475090253
60.54,47.24,18,82800,0.9946196679560027
38.58,93.88,158,96800,1.2864880726846017
34.1,13.63,155,96500,8.373675762167982
8.91,94.49,220,103000,9.535941013860933
88.65,61.97,84,89400,7.080295835469682
7.82,61.93,89,89900,6.253693247085307
36.48,2.59,195,100500,2.6530338754699248
44.05,48.3,154,96400,1.5384152193991818
18.52,51.29,88,89800,8.277355354981314
19.14,10.87,248,105800,5.237888188828212
33.17,33.06,5,81500,4.157990097692558
92.13,84.71,48,85800,9.945313121026494
94.31,68.64,121,93100,9.458664214176268
65.49,1.36,131,94100,2.012523721132914
61.66,28.94,40,85000,2.7304722041715737
91.23,33.91,185,99500,5.716082329939704
80.17,46.18,243,105300,3.2083019726110495
66.5,91.93,272,108200,6.730033199250329
37.34,77.79,252,106200,7.790079923280279
86.47,85.57,3,81300,1.2425410939346393
97.44,29.4,234,104400,7.404619135524011
49.11,27.95,148,95800,1.6468772388089103
99.57,56.64,141,95100,7.455350302159326
61.0,46.87,139,94900,5.3906390339621835
13.32,81.81,254,106400,3.390158372276132
76.58,32.89,5,81500,0.8373236563697928
29.73,81.34,81,89100,7.639241782099533
13.94,59.23,2,81200,9.84433838977953
28.28,22.61,276,108600,4.2868483029774405
29.52,70.89,97,90700,7.0603258706110115
1.07,54.52,38,84800,4.158698425175926
1.56,55.28,246,105600,7.967736763221036
34.44,85.25,99,90900,4.430896725302398
67.3,74.78,150,96000,2.625513119152382
44.99,12.88,192,100200,2.470413705151219
82.48,62.73,160,97000,7.489451683535005
42.29,9.63,259,106900,5.1303261645598255
23.6,58.79,162,97200,0.09843775923747966
43.67,98.93,259,106900,9.029679466008922
32.95,86.94,173,98300,8.713670324413398
97.87,6.07,91,90100,8.989106566609006
14.31,60.02,17,82700,2.991868591641648
83.7,7.77,254,106400,5.46647797457731
23.45,28.51,159,96900,0.6751637320682813
37.77,53.71,98,90800,4.895361673283299
61.57,77.72,285,109500,6.209065784589708
30.52,84.14,258,106800,1.7827279685800401
72.19,17.92,206,101600,8.680954010425898
54.25,21.36,125,93500,8.437135367900572
62.26,4.76,58,86800,0.9366014184954108
8.42,70.32,191,100100,7.596877060824764
17.02,73.51,52,86200,8.019210417634456
67.6,23.68,264,107400,7.987723213855004
54.61,70.18,188,99800,8.928441199192982
95.94,30.01,2,81200,1.0967831994727073
71.36,14.68,66,87600,0.2663463904049457
28.13,50.51,75,88500,4.9935900152217485
61.36,37.13,127,93700,6.6796384559771305
71.31,98.88,196,100600,3.809105366960377
55.4,86.8,133,94300,0.5861759498085206
95.11,32.34,128,93800,8.101407100811207
12.95,25.21,217,102700,0.8571336519549944
67.74,36.92,243,105300,5.553181387511319
18.55,79.62,258,106800,6.690380847293657
64.64,29.77,178,98800,4.676762112879858
79.4,51.53,262,107200,2.5367905591056306
23.46,83.13,229,103900,8.019640791789499
94.02,45.65,286,109600,2.7174278579786124
44.14,59.72,254,106400,9.995608937926905
64.24,9.4,101,91100,9.289945760957146
36.02,37.94,114,92400,7.298765722747832
51.75,50.26,262,107200,4.187470293614009
95.33,96.61,106,91600,3.9305370927617176
39.1,28.98,83,89300,0.969384254604676
55.85,23.66,120,93000,5.380875243301299
40.54,10.18,287,109700,3.4036546358701294
93.2,10.98,50,86000,7.307462530419335
22.44,88.97,203,101300,7.16379702218148
78.73,98.38,47,85700,8.160779448986663
35.5,1.86,61,87100,8.195644400736082
73.18,33.8,43,85300,5.274351615672169
30.93,73.43,269,107900,1.721416546082305
21.91,23.84,163,97300,2.8006098277270453
31.79,46.54,146,95600,0.7390684897882971
63.75,59.16,204,101400,3.002106906391605
57.02,92.9,271,108100,2.4876654383857035
93.8,12.43,157,96700,0.44010324890670693
50.61,3.55,254,106400,7.3349826315123465
26.74,23.26,177,98700,9.828762596481763
51.22,14.08,254,106400,2.458298050529163
91.75,3.92,290,110000,1.1906763044257018
48.62,28.51,54,86400,4.4963353814965545
52.69,22.68,138,94800,1.5616460645290675
12.54,66.97,141,95100,1.9186475409877923
87.96,47.2,123,93300,7.109400691289537
46.61,78.04,46,85600,1.463807297477524
83.37,59.69,80,89000,7.068187198810477
15.73,23.82,25,83500,9.821244189048336
88.04,87.42,126,93600,5.421246434063942
18.58,67.73,212,102200,4.361295636982235
58.91,27.6,23,83300,4.5145614829539955
28.68,68.93,174,98400,6.648196919028192
72.16,83.99,38,84800,8.64273286490676
7.19,14.8,117,92700,2.6016965777307166
11.65,73.98,44,85400,4.652379589726503
98.62,3.51,81,89100,0.31138030145816953
53.5,9.76,255,106500,0.4573914808571633
56.54,22.38,143,95300,3.8665358964165675
54.06,4.64,276,108600,3.407142378780219
10.6,54.61,83,89300,1.262609006122687
13.67,6.79,25,83500,6.203204552965314
78.48,86.74,120,93000,0.008382540264206817
32.97,16.34,110,92000,3.6882040237044134
46.74,82.45,1,81100,2.9176176509657425
0.07,99.17,198,100800,4.65445804119277
93.18,34.39,277,108700,2.5628778372288616
47.39,70.96,197,100700,6.8184942748139274
99.76,5.09,130,94000,8.741808588689418
94.76,88.11,131,94100,3.4152065744365334
10.27,20.45,153,96300,3.207594922419478
52.17,49.23,52,86200,7.273271014897235
19.39,84.76,8,81800,7.902370435383453
89.69,79.91,159,96900,3.6888159773971596
41.36,45.14,262,107200,1.4678431790032032
94.78,46.72,271,108100,0.5206903414016439
95.05,44.84,186,99600,7.260508158892195
28.09,22.01,276,108600,1.4478140384645843
60.06,69.9,156,96600,9.244913252543252
57.43,0.08,21,83100,2.672992814205436
3.42,11.79,300,111000,8.659169951522497
96.72,47.64,43,85300,1.100547683705756
50.43,39.76,186,99600,9.33015839046076
1.89,56.42,88,89800,2.3856249522844974
74.37,0.95,48,85800,6.955793799100977
78.73,54.42,239,104900,4.635905510709106
10.04,43.75,17,82700,2.9686906772273245
39.18,23.69,162,97200,9.982626961854145
53.74,90.6,263,107300,6.056239696242171
2.02,67.2,122,93200,3.924637815958781
98.38,69.83,155,96500,9.749364195171458
71.44,64.97,217,102700,6.140135636093335
66.57,53.26,290,110000,7.325208136921983
42.73,60.77,68,87800,6.365563210346689
46.96,36.06,109,91900,1.623112299722408
78.25,24.51,153,96300,2.625866441641583
9.21,38.38,115,92500,7.180098205119095
68.66,42.54,43,85300,4.3872251869957015
71.87,4.66,54,86400,1.689586814253038
44.65,98.54,43,85300,0.570953234872823
23.82,25.64,121,93100,8.41938474791833
32.48,20.82,88,89800,7.450318715045412
54.88,10.58,92,90200,7.542448488183306
53.13,88.56,198,100800,7.5415411097506935
33.93,92.93,15,82500,2.8932454400939744
49.29,8.96,146,95600,1.143482143252934
84.21,61.14,44,85400,8.426539693485717
86.84,0.18,206,101600,3.2810436945542554
44.31,68.19,8,81800,1.493304215625908
18.58,40.77,127,93700,1.7248057082473434
70.8,88.57,194,100400,5.235567672969191
16.34,75.24,296,110600,5.409990190885664
33.93,59.18,129,93900,1.1200000486006778
75.07,97.64,197,100700,6.033682006950681
81.21,61.94,27,83700,2.466813174641116
67.1,70.23,49,85900,0.598904204491677
95.38,80.47,16,82600,7.280228982700199
78.43,72.69,104,91400,6.082382681451333
53.2,90.1,36,84600,1.6497703582550238
89.99,18.82,20,83000,3.770672675293687
99.23,21.62,226,103600,5.274549489517169
76.4,22.39,59,86900,4.834016844635398
84.86,72.43,168,97800,6.478518101738873
82.17,41.42,35,84500,7.742376142405529
87.04,25.8,183,99300,2.552381912886559
1.41,81.1,53,86300,4.683287051325183
13.47,78.86,121,93100,0.903007153544293
30.44,89.7,206,101600,8.382572950742066
21.28,72.91,205,101500,9.74527207829855
85.1,38.7,26,83600,2.9787292012018494
24.98,65.94,216,102600,2.77234432380245
74.46,38.83,42,85200,5.838536126238124
45.89,86.49,187,99700,8.132430242503803
0.77,6.99,143,95300,9.559884870938228
60.22,60.52,39,84900,7.2735423268217545
12.1,65.52,57,86700,0.678968875540038
35.85,8.34,229,103900,6.849398385555618
68.39,25.03,165,97500,9.730120581701861
8.75,67.67,169,97900,6.372095092938588
94.12,74.56,283,109300,4.901229789933544
39.38,10.19,242,105200,4.019837829476845
82.03,78.91,135,94500,2.345577669449206
6.49,84.58,97,90700,2.736127547581483
80.44,61.91,127,93700,1.668121638332174
41.23,36.43,222,103200,2.1720709669334037
44.39,36.37,298,110800,6.772996371256021
78.06,27.0,15,82500,9.21376435428218
55.39,27.13,248,105800,4.367809361128831
0.53,97.13,150,96000,9.796149241253424
18.21,21.49,118,92800,4.353928438872094
89.83,99.78,53,86300,7.833745160800505
24.04,73.09,50,86000,5.131450810956642
41.88,55.44,112,92200,7.7038657607337395
29.38,80.1,105,91500,9.710114371218006
4.83,68.41,197,100700,5.512213381776849
36.98,55.79,205,101500,5.296637497100701
2.97,78.5,172,98200,0.9732635977516235
81.5,11.09,236,104600,4.7345706119347835
55.31,12.91,237,104700,7.173986181634032
15.83,72.25,31,84100,5.47075848494935
67.46,46.03,269,107900,4.690838377967275
66.57,64.08,126,93600,3.435194183216171
74.21,70.89,247,105700,0.8345151719433541
76.63,99.39,47,85700,0.8269201705881768
36.46,35.75,113,92300,4.448769086748029
81.73,28.86,144,95400,8.932460634042917
51.37,1.32,183,99300,3.3391255556521537
73.51,21.61,50,86000,8.056061949179513
17.24,29.77,273,108300,0.6111573546802895
86.64,66.99,119,92900,4.860054693727884
5.62,25.79,184,99400,9.919025061262808
9.82,10.2,79,88900,4.002432328434105
32.67,10.99,13,82300,8.7323906289294
61.41,60.91,93,90300,2.1770395379857312
88.63,28.73,110,92000,5.4989536904121685
89.02,42.31,172,98200,2.425600512831246
79.87,43.83,113,92300,7.192386622666236
49.79,80.98,263,107300,8.972438753456391
61.72,23.32,147,95700,0.779241434472715
2.6,72.39,155,96500,4.56069516585819
91.52,58.29,257,106700,7.107621982546709
97.36,95.87,177,98700,5.227862708785884
11.48,14.76,119,92900,1.5154320930986032
77.24,94.08,151,96100,1.1895777938618457
78.61,81.55,255,106500,8.883479491924785
19.55,76.59,72,88200,6.701089398439287
95.28,17.45,171,98100,5.131518789198904
28.57,55.3,187,99700,8.789173582181924
57.75,86.15,282,109200,4.392598862713769
59.13,69.68,220,103000,2.1032616827081982
32.7,7.83,11,82100,4.82823040639156
93.75,14.59,297,110700,9.989200830320407
91.92,49.11,258,106800,3.6955479656002286
18.16,39.86,217,102700,5.56463931486155
83.9,19.39,152,96200,7.685696651692329
40.03,51.47,121,93100,9.050048861021951
97.96,40.83,135,94500,0.4642786283422462
73.9,7.57,108,91800,2.018602755764747
80.87,11.65,282,109200,9.910211857731616
71.82,68.71,113,92300,6.362579942360692
99.39,88.19,99,90900,0.8254681161401067
13.62,31.78,108,91800,6.580876478891921
2.68,69.56,233,104300,9.337705938541568
83.2,49.5,241,105100,2.0751359603360786
28.06,80.8,41,85100,6.209987954632647
48.09,13.44,180,99000,0.26070035977253103
10.69,15.19,95,90500,2.5819255317289413
28.45,57.35,176,98600,7.869053012011852
3.16,14.64,64,87400,1.9763855669232888
88.34,20.0,97,90700,3.412947897033003
84.7,38.08,62,87200,1.8032135024151563
7.63,91.56,45,85500,7.632503212053332
41.06,92.18,210,102000,0.07040069135182847
95.67,56.39,51,86100,5.224951396911518
26.2,76.19,40,85000,3.9741709162629935
89.62,36.24,36,84600,2.323491626535792
74.62,23.17,54,86400,5.789182329639054
39.5,32.77,244,105400,2.2290646018212836
19.48,3.78,81,89100,3.731372193651664
19.78,65.75,97,90700,1.6663600168761317
85.28,95.18,180,99000,5.838010081531438
22.98,4.58,106,91600,1.3417524396469604
66.92,8.16,184,99400,9.42769708082814
84.63,94.36,192,100200,5.492159085428311
76.62,8.06,220,103000,7.298968222102532
60.97,85.15,26,83600,3.252270945954523
39.24,61.7,270,108000,0.8377338229903719
30.66,83.2,220,103000,0.5117713025614756
42.9,91.53,112,92200,4.875155231137832
20.31,56.34,143,95300,0.1187595049586776
6.82,20.93,236,104600,6.119096200724503
59.65,42.19,274,108400,4.1016754072128165
10.94,49.87,224,103400,6.830659383386736
56.96,27.54,196,100600,7.476837251863411
43.15,9.19,185,99500,5.095390345603698
47.69,89.96,129,93900,5.285766640949204
59.02,3.04,245,105500,8.415666227865307
10.04,18.52,206,101600,4.025557599653451
16.25,64.68,225,103500,5.701957138410671
60.28,59.7,243,105300,4.512657622450194
41.27,18.2,110,92000,5.247705993369468
37.22,66.4,62,87200,4.527844745763598
9.38,60.38,40,85000,0.5234048985551698
60.62,63.6,262,107200,8.056401078410666
70.98,50.99,52,86200,8.114191003352861
1.49,82.17,63,87300,0.4472980320696418
36.67,27.52,158,96800,0.7523405092510838
33.44,54.13,294,110400,9.909593990886522
41.51,40.42,276,108600,4.968032086104348
43.93,7.27,221,103100,0.1405177353856557
45.09,39.32,123,93300,5.6115955531525055
71.68,44.64,156,96600,3.891333563329135
88.12,26.76,176,98600,5.507263643110527
2.32,45.39,237,104700,5.433869271339904
18.38,36.54,132,94200,6.307636249108977
98.2,77.53,192,100200,1.3585164803544958
19.46,86.45,235,104500,8.661249489608466
60.26,70.09,193,100300,4.235872034924907
24.31,1.53,170,98000,4.92073438289505
19.81,52.67,97,90700,5.387484123104596
71.97,3.23,1,81100,3.5501793991238664
36.68,33.53,272,108200,9.471161510189459
71.03,12.42,287,109700,0.2878698048834638
35.93,54.02,48,85800,0.5840336471231378
65.96,19.54,274,108400,0.041209303016523924
50.47,26.71,259,106900,3.0692382471931587
63.67,34.1,199,100900,4.897223441886461
49.05,37.35,163,97300,8.783332917579436
66.75,37.43,58,86800,5.893737525032994
19.91,66.63,11,82100,9.89147813872382E-4
77.13,27.55,88,89800,9.088513420587464
49.42,66.9,212,102200,4.817286541678106
79.36,63.08,23,83300,3.667951379072054
81.79,10.75,71,88100,1.4282227225323818
86.1,84.32,102,91200,1.441311222987356
71.04,14.03,55,86500,3.2554240350112096
30.36,14.03,13,82300,2.0649153262095634
39.91,24.11,23,83300,7.916233062447352
18.36,17.63,190,100000,7.13387333393085
41.32,55.45,18,82800,6.56638955610977
15.37,33.39,268,107800,3.1731182776436184
77.79,49.62,223,103300,3.3566709884542667
22.31,66.82,142,95200,9.267910818049767
71.73,34.28,243,105300,7.500633804727731
15.65,79.96,243,105300,9.215534172099053
95.2,56.73,117,92700,7.757763984439068
64.81,96.82,107,91700,1.6801063012674766
61.56,71.53,48,85800,3.6609193586320012
12.39,88.61,87,89700,9.822890209428866
53.53,68.97,62,87200,2.3811943088973297
0.28,99.18,15,82500,5.59908551017652

