X,Y,Channel No,Frequency(Hz),Range
740.85,203.87,15,96000,0.14675859290686033
71.81,245.8,29,110000,0.5033139113845395
859.8,803.47,4,85000,0.8094644943360497
787.06,279.94,12,93000,0.6476468876728814
912.94,62.85,22,103000,0.23394063056374037
317.8,830.69,8,89000,0.9675690773259542
571.59,34.63,2,83000,0.9503200368437261
556.86,117.13,25,106000,0.8403953846744361
391.99,362.13,26,107000,0.9528600001986677
197.51,799.95,8,89000,0.6306618016434161
212.43,273.32,27,108000,0.20499578990024936
798.72,713.19,18,99000,0.6015952835513825
438.1,366.65,17,98000,0.7589217871080604
207.27,297.87,10,91000,0.136064392438909
964.42,971.99,14,95000,0.985893342560942
654.12,294.82,28,109000,0.1218107229554497
568.72,675.59,20,101000,0.4579408951878631
937.67,699.91,15,96000,0.9441124546246883
960.46,934.84,27,108000,0.9803098506275496
982.09,462.91,10,91000,0.256605317849115
321.95,576.85,2,83000,0.2570371215978259
716.42,919.58,27,108000,0.6546946462358216
93.95,374.2,4,85000,0.30562349784688403
658.4,486.94,28,109000,0.7833752887185165
965.3,821.95,20,101000,0.41236334642753847
806.97,722.7,10,91000,0.8904974957837871
510.31,701.84,19,100000,0.5447747331816409
448.01,452.59,29,110000,0.6463654883281567
684.97,12.87,12,93000,0.3845861640878382
260.52,302.96,12,93000,0.34044595043840564
440.3,371.67,28,109000,0.702357050544528
673.52,641.21,24,105000,0.6259343586361793
40.75,42.11,8,89000,0.6171397673764542
769.04,622.65,11,92000,0.49364289635070324
285.39,340.05,1,82000,0.34135737837437163
152.22,770.29,1,82000,0.4394220602031127
721.86,277.54,28,109000,0.5376252103569502
117.03,272.5,8,89000,0.056026278877096436
115.25,960.4,8,89000,0.16156322460908945
124.41,973.7,3,84000,0.8835160650375116
888.72,433.2,10,91000,0.14932912700788914
79.54,854.57,6,87000,0.03512546623148116
987.64,378.24,23,104000,0.06287976003366136
145.64,650.62,18,99000,0.26179665113742456
635.9,317.73,6,87000,0.6276871385331805
864.32,141.98,28,109000,0.0027131833910608583
750.69,743.23,7,88000,0.3002768673954812
165.57,562.12,7,88000,0.006184529483446388
361.35,901.68,2,83000,0.6656191227978832
445.55,519.57,10,91000,0.1008132352224762
237.93,804.6,25,106000,0.6818127323988118
266.04,804.31,22,103000,0.09730144069663804
77.18,395.05,20,101000,0.9220149928687724
386.88,459.17,19,100000,0.9434382030443532
16.0,706.26,24,105000,0.8871570292318998
781.01,536.77,21,102000,0.6162938267368191
946.95,276.7,6,87000,0.819250652996911
1.51,33.59,13,94000,0.68459553091585
95.4,48.19,22,103000,0.891263440766708
771.13,595.54,26,107000,0.5194585698023604
584.82,466.74,16,97000,0.10846641103936316
946.84,723.11,27,108000,0.172514335692885
264.3,530.35,19,100000,0.16631758575806077
75.47,369.12,15,96000,0.5170491751701414
901.63,83.56,14,95000,0.07544076490154306
601.43,18.47,6,87000,0.2907094296674225
955.64,745.57,8,89000,0.8048131771166541
413.08,566.84,8,89000,0.7589295245955457
533.01,476.74,11,92000,0.9952443657413048
821.95,574.12,18,99000,0.2984129595633245
807.64,937.88,25,106000,0.9575860341098319
257.18,758.11,20,101000,0.8822813957515536
134.84,477.32,6,87000,0.4604606171958048
927.6,915.82,20,101000,0.22606856036870793
327.87,792.59,27,108000,0.012861269765853
454.39,811.72,6,87000,0.8603613459243189
81.0,56.86,13,94000,0.5056109467840115
9.97,956.38,4,85000,0.15599616409666284
321.08,574.6,6,87000,0.7558468510770427
811.92,614.02,15,96000,0.006341117608359648
348.79,836.58,20,101000,0.029524089186408586
915.63,823.45,30,111000,0.5240006766239332
990.93,181.32,10,91000,0.34313182172804935
125.18,694.84,12,93000,0.4325553471062681
626.98,138.16,27,108000,0.877740406960017
499.44,753.28,9,90000,0.4146109894762713
875.69,926.64,4,85000,0.3021254772609965
368.56,640.1,22,103000,0.24301873505568605
931.8,517.44,19,100000,0.08864411889395407
995.98,54.46,5,86000,0.1908001186348982
28.26,122.2,14,95000,0.9229990879930223
21.97,420.0,8,89000,0.7458648757066136
265.9,972.49,24,105000,0.2298673857763297
606.89,395.3,1,82000,0.6984517203576986
100.42,772.7,27,108000,0.34906930790787916
755.93,11.75,14,95000,0.012396601540254348
105.55,267.55,14,95000,0.45561218675743087
651.8,919.05,22,103000,0.7165014090311205
241.72,951.24,14,95000,0.3912881648384149
947.71,945.64,30,111000,0.1807284948861767
751.14,64.08,30,111000,0.9008870335186718
880.39,940.63,3,84000,0.2855964426473939
972.93,671.42,2,83000,0.5934819407091081
751.21,653.44,18,99000,0.004539532442029093
826.22,800.42,23,104000,0.2952578406496069
793.29,228.92,22,103000,0.04128039452076904
444.39,322.45,19,100000,0.3572068335456495
693.37,748.06,2,83000,0.28124439735423823
460.15,511.47,23,104000,0.22656285287464073
69.59,128.43,3,84000,0.7021242696179223
739.29,983.78,15,96000,0.9985668451779782
19.59,613.23,7,88000,0.9589299457215414
939.58,29.78,13,94000,0.3141441483472135
448.35,24.35,11,92000,0.4188890956434429
132.15,185.45,9,90000,0.45406507516922756
260.87,932.31,12,93000,0.9176928968667901
863.91,259.41,5,86000,0.661498839026346
662.12,904.74,17,98000,0.7777192897446664
462.56,930.85,5,86000,0.9785367560477111
745.44,34.98,23,104000,0.6485539880271317
89.89,464.13,27,108000,0.34985544416228753
269.73,23.95,18,99000,0.8685303114218488
34.35,48.11,29,110000,0.5854385085130921
27.35,190.72,13,94000,0.31191256443610815
0.42,761.05,1,82000,0.40703193660424053
486.4,921.02,17,98000,0.9791675903975177
700.39,186.53,21,102000,0.16824514156478032
454.84,228.19,14,95000,0.9475446101714607
882.87,261.51,26,107000,0.6400336507593544
358.51,297.05,30,111000,0.1565786552834958
43.19,24.54,7,88000,0.21143179857677463
351.01,109.05,27,108000,0.9294369063462131
451.96,550.21,29,110000,0.9552012230493421
880.86,505.42,20,101000,0.08815364074054866
811.36,505.53,17,98000,0.7504956840441698
529.55,335.54,14,95000,0.11128811095488855
802.39,444.34,1,82000,0.3063193118968117
904.05,658.75,22,103000,0.4995538827849467
22.17,168.03,15,96000,0.7726984440871997
118.17,320.36,9,90000,0.4922974566139553

