X,Y,Channel No,Frequency(Hz),Range
66.42,43.57,155,96500,6.010378918846975
93.94,10.21,3,81300,8.240155401676557
89.63,43.32,146,95600,6.286937567114876
78.86,49.14,51,86100,1.46644007312406
15.91,29.9,85,89500,2.5274254125392757
0.37,58.37,283,109300,9.103218237870188
67.97,80.94,276,108600,8.132641087431958
4.18,62.04,113,92300,3.175779608822383
21.17,79.62,253,106300,1.8667157647485588
63.5,39.67,128,93800,4.257970260233799
39.64,69.77,105,91500,1.8421242740769062
38.79,60.08,197,100700,7.366922993582174
88.83,72.75,253,106300,8.158996218176258
43.19,22.48,175,98500,0.005116545436307796
83.0,21.88,94,90400,4.113720097989171
66.51,75.34,98,90800,0.8030583959186732
9.37,25.69,246,105600,9.008628082263638
94.99,3.13,130,94000,3.4836266273352736
81.48,79.85,286,109600,9.117236604827498
26.99,93.95,160,97000,8.817138254997444
13.44,9.51,179,98900,4.875970467694244
24.94,26.9,151,96100,8.593065134140629
74.39,38.87,189,99900,8.377670544300864
63.44,46.88,121,93100,7.284743997987217
77.32,52.5,188,99800,3.634865548606947
29.59,26.95,246,105600,3.5684562692334088
80.54,34.59,60,87000,4.668406140316302
7.45,53.32,101,91100,9.875126407926945
31.24,46.17,238,104800,1.4725265128108345
31.14,6.58,224,103400,1.0551614133891651
60.76,28.2,186,99600,8.42983090931641
23.01,54.38,73,88300,5.53434303013507
48.85,98.65,18,82800,2.324514019743141
42.24,15.11,144,95400,4.197251274481567
10.29,45.53,287,109700,0.16093513669529602
57.19,0.14,10,82000,3.9766746029388242
21.54,4.83,72,88200,9.37538119955924
20.48,93.0,224,103400,7.731383824004521
97.08,51.73,26,83600,2.4756116579239706
69.48,77.77,292,110200,7.595272060231062
45.96,27.28,88,89800,3.8059564345326633
97.07,86.31,229,103900,1.3692030937708377
87.01,68.17,40,85000,1.0720036893138263
37.38,93.82,238,104800,6.650246446689644
78.47,7.09,240,105000,7.931122283256517
89.75,56.17,252,106200,3.854796911440271
22.06,63.3,16,82600,4.732395034882327
60.21,48.35,60,87000,0.8521871220572719
34.76,48.78,271,108100,2.147343154381666
34.43,33.42,61,87100,9.999764772835501
42.41,73.92,10,82000,0.6527771558513173
8.59,63.99,199,100900,4.531349702401783
38.45,48.48,21,83100,7.697080596780172
95.5,93.97,3,81300,9.726960713134055
68.52,38.74,297,110700,2.8953644571493897
91.79,57.69,95,90500,4.467531546661354
46.88,59.41,55,86500,0.15763137748944445
39.55,55.19,214,102400,7.694997549546252
84.19,50.62,208,101800,8.563974194799544
40.21,68.1,91,90100,9.152906032658285
7.95,13.9,91,90100,1.7748054296691185
82.22,18.72,137,94700,4.4291060222739285
86.6,59.36,184,99400,8.421326930183753
25.26,76.42,66,87600,5.769866551971067
26.17,46.02,187,99700,4.287262244736479
42.92,10.18,286,109600,5.0499667488535
94.42,81.52,281,109100,6.098959836072693
63.96,83.75,238,104800,6.488182251314013
41.72,84.03,127,93700,7.725204973690239
67.31,91.0,79,88900,9.670640703784196
29.87,98.98,240,105000,2.7945932961530207
80.43,32.63,289,109900,8.820546236764606
50.88,6.72,60,87000,4.817529837382695
2.18,42.99,33,84300,0.3227471781243596
15.89,52.86,2,81200,2.408425802602273
21.62,85.8,121,93100,5.722850337178573
21.38,82.83,188,99800,5.104413131718158
32.54,50.79,37,84700,2.8765454210555896
54.33,64.44,59,86900,5.438973857666603
49.46,0.1,201,101100,9.885300003447785
81.2,37.66,88,89800,7.627712397252585
15.75,32.78,164,97400,8.835600944878877
76.26,39.81,180,99000,8.640718997922189
56.82,58.22,286,109600,3.232733217578232
84.38,16.03,297,110700,6.159448494377143
72.27,95.79,171,98100,1.1152243217550473
80.32,39.67,186,99600,1.4399557495886528
79.42,46.37,92,90200,7.037285471341972
82.19,35.72,174,98400,6.329023322338088
18.08,13.96,138,94800,9.95489184827683
0.19,21.14,113,92300,9.411884029385543
1.02,90.73,45,85500,0.24380305291168636
53.41,50.57,127,93700,9.722723577543151
48.24,57.14,54,86400,9.968372543012872
67.26,83.2,225,103500,9.7411245944378
74.15,90.43,180,99000,3.6181712541493196
72.06,67.28,140,95000,6.0544454884674845
6.55,19.29,83,89300,7.001296509645826
59.29,72.19,65,87500,3.5194780743153062
3.61,10.21,220,103000,5.150993128126206
16.13,85.17,114,92400,0.8444706466955298
1.02,22.23,285,109500,3.944423178596047
51.37,29.32,6,81600,4.978890033901062
65.12,20.31,144,95400,7.783817655188239
45.93,52.98,167,97700,2.6935129319763664
49.93,95.1,43,85300,7.941876318896226
9.99,86.52,78,88800,8.314223437189707
56.16,96.86,115,92500,3.9723841962703563
5.35,61.83,256,106600,1.2021440838615638
68.14,54.94,297,110700,7.537134003743583
96.23,42.58,111,92100,8.619580428683374
1.54,20.33,188,99800,2.8611120463623996
24.89,18.53,231,104100,3.861101134348923
28.62,38.87,79,88900,7.215572522782003
69.32,75.96,34,84400,4.643559755949048
60.79,35.14,244,105400,4.915331967985263
29.55,68.36,163,97300,7.825864207533058
58.77,63.06,203,101300,8.53088159216168
6.2,76.0,33,84300,7.562968479888493
9.58,58.21,113,92300,5.7425249727994565
80.52,61.47,222,103200,0.38928837914369296
56.41,9.07,288,109800,1.5436859241498369
78.54,99.28,134,94400,1.7811584488099386
92.73,49.44,295,110500,5.531091749213229
3.83,81.97,173,98300,0.17896153272264903
35.14,62.94,46,85600,7.654217532919116
52.8,82.59,241,105100,0.8762886683101856
70.66,81.86,259,106900,3.0449490390350356
84.75,84.01,191,100100,9.63135009272428
33.92,57.2,86,89600,5.07690508275748
4.7,69.28,274,108400,4.256460242086554
6.96,74.55,31,84100,3.434511167816633
31.25,3.81,196,100600,8.13268809517263
50.52,91.52,165,97500,1.1832586285716018
63.93,30.56,251,106100,7.822811766602315
68.99,76.0,48,85800,7.259381477777536
35.15,41.89,265,107500,4.3669513958239845
83.71,32.14,161,97100,1.7304448593327582
30.07,88.46,149,95900,4.998300531073316
39.04,10.93,127,93700,4.0653443836826755
84.51,34.59,121,93100,5.874154901389716
93.91,15.55,205,101500,5.596464664668407
25.99,71.96,255,106500,2.849037395212548
58.17,28.5,43,85300,7.618013872739611
5.58,59.14,158,96800,3.5975961266803758
17.02,6.83,2,81200,5.058856883774215
79.43,63.16,11,82100,1.7066848300988968
50.03,14.64,269,107900,1.4677584994895054
38.1,41.16,138,94800,9.286560861919872
91.33,88.04,196,100600,5.882372726243574
48.95,14.84,50,86000,5.694565779228986
96.97,56.54,54,86400,2.90529328933315
72.23,59.04,86,89600,4.02139957442551
82.09,77.05,203,101300,8.522076694891208
35.31,46.29,91,90100,5.866774220928553
65.62,72.13,54,86400,0.5645880254008906
0.77,64.12,122,93200,6.840771598984395
13.72,2.1,63,87300,1.6018475374037078
44.17,48.94,12,82200,7.288714966936637
4.27,42.46,54,86400,5.939513441836228
65.1,60.93,7,81700,3.4762428109387944
44.2,82.66,66,87600,1.494268164009006
91.12,58.44,60,87000,6.319147451467257
59.32,9.79,219,102900,1.9029053581501332
98.42,16.52,45,85500,6.53731758371065
41.58,91.87,244,105400,7.3064097215630595
65.27,74.89,97,90700,4.597941314471772
83.03,29.44,154,96400,1.9515018644623983
94.79,93.16,268,107800,0.14037474226109237
47.31,0.94,134,94400,8.867027640156692
92.09,37.69,2,81200,1.8003980293186916
29.85,88.17,293,110300,2.3474643943791085
57.4,23.43,215,102500,3.937864853178079
36.13,30.93,176,98600,6.414207940443045
61.8,86.94,77,88700,0.08813001891175176
63.58,26.93,276,108600,5.586964620667216
4.77,71.93,168,97800,3.7795220774570915
7.35,62.32,234,104400,4.598512228959533
14.17,67.74,12,82200,9.368131844565488
22.67,31.1,117,92700,7.698585760233754
38.16,52.66,243,105300,8.825229625158018
67.21,77.74,194,100400,0.1451925625559558
95.8,59.19,85,89500,3.9658156648567
15.88,75.82,294,110400,3.75904878117531
98.95,96.28,17,82700,7.829571771402568
87.17,38.27,199,100900,2.0600521842620156
30.85,34.72,4,81400,8.124426870075457
45.6,39.52,153,96300,5.711040851587704
69.3,86.41,289,109900,0.5309938605640518
47.77,18.58,81,89100,5.617058085888705
71.31,85.33,9,81900,9.862395320009693
81.03,23.41,246,105600,4.077690687068008
94.73,8.99,224,103400,3.6038854688313404
3.06,51.56,193,100300,6.53181189910903
17.77,62.43,44,85400,0.15181592884498385
28.62,39.97,273,108300,0.4904996651225202
32.07,84.0,174,98400,4.469785715416638
25.0,57.54,266,107600,9.703513828151538
26.7,21.91,214,102400,7.125398093619549
71.86,58.11,266,107600,1.0823040444329501
51.36,73.56,65,87500,0.4143117727172363
13.01,58.71,98,90800,7.699061039733319
45.29,76.08,205,101500,3.0758578764804643
77.83,18.08,253,106300,1.7441055005948747
45.15,85.57,161,97100,4.919288116320642
78.11,3.95,23,83300,7.7564449684069015
39.9,85.11,211,102100,5.380872873729039
92.7,53.95,32,84200,5.0043804117698425
23.75,17.15,85,89500,7.894957130924562
36.56,54.71,129,93900,2.5006187445547323
8.97,44.63,132,94200,1.1683573687651105
73.49,86.56,213,102300,4.861736969664965
99.94,6.81,94,90400,1.5850366445446795
72.77,6.97,96,90600,8.793530978529828
96.63,51.07,130,94000,9.53095629444742
28.28,74.81,295,110500,0.28655575412475764
91.64,89.63,33,84300,9.317776917371472
56.24,50.06,127,93700,1.181032357333629
47.87,51.54,198,100800,4.4052971468016375
62.26,38.19,12,82200,0.30452180722686184
96.12,74.68,16,82600,9.989071080288006
22.17,87.46,249,105900,1.252876152240252
71.33,9.66,282,109200,5.850683170730779
51.75,88.46,47,85700,3.5847103352349396
14.16,88.5,214,102400,7.18905130143583
50.76,70.03,282,109200,1.8980550320942657
0.78,44.16,181,99100,7.393543531218847
93.55,33.38,155,96500,3.27716448523696
27.74,54.22,51,86100,8.22150127068321
4.7,17.18,74,88400,5.91622381501273
71.16,21.83,120,93000,2.3481055497084267
1.85,40.31,36,84600,3.4796637427893176
59.81,99.98,61,87100,4.915807109318915
9.77,26.18,125,93500,1.736983604454696
50.38,11.47,35,84500,2.580390622554527
49.99,72.66,240,105000,7.160648027161923
69.56,16.29,100,91000,5.0940501084985
88.32,95.18,37,84700,5.102308401063388
92.76,30.44,11,82100,9.051775388975612
79.25,36.99,279,108900,6.625027326197732
61.8,5.99,121,93100,0.8312490044978682
80.26,10.18,256,106600,4.483418310264213
5.2,40.52,151,96100,4.6600020366575245
22.1,3.8,48,85800,6.6818765678964525
13.87,96.37,230,104000,7.234637190814331
11.53,71.48,19,82900,9.731914373016346
42.01,74.65,165,97500,6.38966200277983
11.99,89.65,111,92100,7.557774575375364
48.76,7.25,130,94000,3.3682605204300042
94.62,59.86,153,96300,8.006008949934523
69.55,1.25,133,94300,5.590816193762079
77.08,13.8,63,87300,9.29681719462712
7.69,94.39,176,98600,5.162065274085833
71.01,68.03,243,105300,8.366199374199082
66.57,57.74,29,83900,2.3235602550964707
40.09,67.02,105,91500,1.8980964138011236
0.94,12.3,117,92700,8.670040731331438
30.33,47.58,248,105800,6.6007482598017955
51.31,9.88,144,95400,2.1379751076643307
71.66,55.59,159,96900,5.763706346893907
40.3,65.52,192,100200,0.87987078518586
65.86,46.94,228,103800,4.819849173558694
51.41,18.56,165,97500,1.4030556486320533
69.28,8.31,60,87000,5.1650990286301015
81.65,42.62,231,104100,4.42693567858287
51.31,40.77,170,98000,6.148375971318694
57.59,20.8,279,108900,0.35483978792768545
59.25,59.49,161,97100,3.3828814719940317
31.26,52.01,292,110200,2.028402963531699
48.53,75.94,151,96100,3.4506214206194707
27.15,56.38,143,95300,1.4031069826165954
43.86,45.74,213,102300,1.9349097955084726
94.25,3.69,137,94700,6.228529370009492
80.91,84.85,159,96900,2.4364558840354853
28.32,97.0,158,96800,3.9176560013430404
41.05,79.47,118,92800,7.879801351334585
68.76,6.08,252,106200,0.1341925213612094
32.35,41.12,66,87600,3.7268452489331128
41.38,59.36,46,85600,5.709309077638869
88.77,87.0,207,101700,2.5677528696787144
14.38,72.13,214,102400,5.2200563753142815
56.47,58.32,64,87400,5.497687272500922
57.73,9.0,200,101000,5.727431642925405
11.46,24.16,243,105300,2.407817507512103
48.32,53.75,76,88600,2.9956719385698793
5.75,56.97,38,84800,8.174437396226498
42.76,86.45,112,92200,2.114900636228627
70.7,7.33,255,106500,7.230557393320309
47.73,48.82,86,89600,8.35219658808073
15.64,50.21,45,85500,5.316015560745209
53.66,12.28,84,89400,4.69308804706261
47.52,22.63,93,90300,4.647259288161688
61.98,49.77,44,85400,3.744313271063521
3.04,23.64,17,82700,0.304996291762869
28.1,52.85,278,108800,1.1935753415970174
28.42,1.45,125,93500,9.441659518184741
63.04,28.05,110,92000,5.0133190205016245
64.25,9.65,91,90100,6.752102615900302
84.84,53.22,138,94800,2.1099482027311858
92.56,74.89,52,86200,5.477394961848038
87.81,73.47,112,92200,1.6202405971491263
81.91,81.51,152,96200,1.6265397710103524
2.3,69.0,105,91500,9.912163423907634
22.21,45.24,277,108700,3.864162311057079
50.65,32.66,43,85300,6.33323110343064
75.85,17.89,58,86800,4.039719582963064
66.02,53.65,16,82600,4.547625320982165
83.92,37.26,188,99800,5.197830006430677
29.84,15.71,80,89000,2.0013842475172874
57.53,12.94,6,81600,9.338443919325977
1.17,83.04,164,97400,8.647241274948776
52.45,17.18,115,92500,5.574515560666801
56.32,65.22,74,88400,5.947502518581711
72.89,32.44,284,109400,7.704625816006177
30.97,23.74,55,86500,2.661372855966766
74.91,92.38,207,101700,5.775908128925391
58.35,6.81,62,87200,5.725237445111592
43.32,41.42,86,89600,8.812151759487133
27.15,76.81,145,95500,2.2697374581664653
97.32,29.52,255,106500,0.5328767968653347
40.49,25.26,112,92200,3.5114199609671237
39.56,53.55,236,104600,9.257494816185588
43.42,53.61,114,92400,7.840957714071183
0.8,54.1,123,93300,0.09667522871868672
0.58,35.48,188,99800,0.2422776575610075
48.3,77.85,265,107500,7.45920906126122
47.95,65.39,195,100500,8.461591428330081
19.71,19.3,56,86600,9.481818148396188
12.97,42.4,36,84600,4.7526405918006285
16.21,62.91,147,95700,1.5124517004248672
95.88,33.26,187,99700,1.1111227443194016
39.02,57.03,158,96800,1.6919683413844078
31.84,8.82,181,99100,7.640115002104206
81.17,64.19,297,110700,9.08819159200288
7.99,50.09,275,108500,8.92853144514502
93.16,49.04,264,107400,9.999940573592545
92.89,75.64,13,82300,4.351602442601642
25.5,84.68,270,108000,4.882781993538154
46.31,51.16,74,88400,1.1976965938288064
13.52,80.97,5,81500,0.9251949158599326
16.97,3.27,225,103500,7.07743157030376
10.93,64.32,82,89200,0.3520881645211438
2.88,75.03,237,104700,1.6730349241241937
97.07,67.28,62,87200,3.9369559925088806
44.23,28.59,287,109700,0.4387569230236277
80.09,18.68,237,104700,2.505377534270783
42.69,21.33,19,82900,1.1734160529020088
93.17,59.97,299,110900,6.10836081144658
52.23,56.58,23,83300,1.6667734909385246
34.24,52.13,116,92600,3.387697915247183
66.62,37.18,249,105900,4.991528246795403
30.94,78.82,27,83700,9.956803995722101
36.57,30.66,290,110000,1.9976854929388355
22.08,95.99,9,81900,9.545478170432173
85.57,88.81,245,105500,5.597523667405444
34.42,26.29,255,106500,0.5279139320136128
57.54,50.91,80,89000,2.3452565436341
99.35,47.02,263,107300,1.2486095217062798
21.81,99.97,80,89000,6.359896202596383
97.82,74.76,213,102300,3.4153613486287404
81.31,34.42,185,99500,2.9631618515063862
43.99,6.69,102,91200,4.533275704152308
78.37,63.87,298,110800,2.563201198163995
18.03,39.06,94,90400,8.855962554422664
69.16,36.76,87,89700,3.7722510904273845
36.69,46.49,277,108700,5.233319078691196
42.73,60.32,34,84400,1.871355774854544
6.85,72.3,102,91200,8.299310742956324
93.3,78.81,158,96800,9.3032232683778
41.44,49.88,113,92300,3.083940178046732
15.66,34.51,63,87300,7.566902971620895
29.93,47.66,221,103100,8.923432064802359
82.73,48.06,88,89800,9.793105126168374
46.11,6.08,215,102500,5.710054267634703
81.28,19.33,139,94900,4.3907652627670775
45.0,14.29,145,95500,8.452726343763187
27.78,68.48,252,106200,7.874313080319216
47.47,56.1,171,98100,6.852629971432388
59.34,7.64,31,84100,8.613650968090866
36.31,39.98,95,90500,7.331723406520906
96.68,58.22,294,110400,8.507972630565517
90.77,16.62,76,88600,0.5398642952933019
5.8,6.33,8,81800,1.0894206950636531
67.9,78.61,127,93700,7.817945042336433
42.81,19.1,222,103200,8.338557456863755
98.43,31.79,183,99300,3.0760524283959145
52.62,28.66,117,92700,4.4723545742686674
2.7,25.33,77,88700,9.879435090841227
6.1,27.21,163,97300,9.484803117051353
47.63,28.64,176,98600,7.699538393362499
2.86,6.57,209,101900,3.52441373101699
59.83,47.18,232,104200,1.917279696663624
37.03,18.66,251,106100,1.9322373406861848
81.65,76.24,168,97800,2.5521326870606686
22.03,29.66,192,100200,0.49521677181518564
7.36,2.22,40,85000,0.2807099134380864
96.91,89.64,37,84700,8.155563212059239
64.62,74.16,281,109100,1.2059173470246698
91.83,42.35,18,82800,5.926603377012594
12.84,84.9,171,98100,5.302140960207916
12.78,54.88,278,108800,3.3745211250049323
14.59,20.63,176,98600,6.409356165255379
17.16,56.04,296,110600,8.915290657258737
98.7,60.79,24,83400,3.1517714315114165
90.52,33.85,220,103000,4.934744148231118
74.45,35.63,25,83500,1.9431577893118401
2.46,57.7,216,102600,9.861271318500382
75.05,78.23,52,86200,2.1961282274931593
14.73,58.51,13,82300,4.705515918965571
5.76,39.47,202,101200,4.517346469750007
38.45,21.73,15,82500,3.036246351400167
46.85,70.13,8,81800,9.742210823134648
88.78,22.08,52,86200,9.099224440525232
15.01,12.21,1,81100,7.49451350576697
65.22,56.57,6,81600,5.92551774039364
18.02,83.59,81,89100,0.0586533915022458
93.73,12.74,19,82900,2.342705123979192
47.2,84.21,4,81400,0.8902405334772401
2.73,42.84,47,85700,7.228414652151013
39.42,0.27,23,83300,7.387587618950356
69.39,1.54,178,98800,9.968546322609487
6.48,33.33,255,106500,7.58019609398931
64.66,44.52,118,92800,5.646465126058064
73.32,35.52,184,99400,8.295658611947479
46.24,78.58,284,109400,1.144830842522021
88.63,89.14,257,106700,3.9344261006664683
96.76,99.9,8,81800,7.145164434255273
71.34,28.98,105,91500,6.159905747415847

