X,Y,Channel No,Frequency(Hz),Range
75.41,77.16,61,87100,4.511422710462526
22.22,25.49,189,99900,2.988752816447321
54.6,98.92,93,90300,9.207937551754071
35.87,57.99,1,81100,1.7865138225222432
22.39,13.64,105,91500,8.232028068000142
2.52,79.84,207,101700,7.094869718040463
6.09,13.38,159,96900,9.674407749426596
87.23,51.54,42,85200,2.6980601262044224
25.9,10.43,70,88000,0.5582848999071488
56.84,48.31,259,106900,9.81916060169011
14.84,60.51,42,85200,2.2313377619218953
6.19,76.59,200,101000,5.6950702931850286
53.08,12.8,207,101700,4.018802128472776
62.09,65.85,224,103400,6.4591645583113175
92.81,57.87,259,106900,2.7375269476258204
28.31,83.63,225,103500,2.937417791084893
6.36,11.24,27,83700,7.546190409556238
67.81,27.05,102,91200,5.753758227117287
24.3,40.15,133,94300,9.837320586421525
79.64,3.06,204,101400,0.27863822596671084
43.41,13.44,171,98100,6.237699004038783
16.77,21.39,159,96900,3.8573101319525915
74.78,30.68,126,93600,2.956801459472007
8.88,88.86,258,106800,8.99334397752808
71.08,65.49,161,97100,1.7960243483768135
98.99,12.19,238,104800,0.9670427604019494
19.42,40.27,189,99900,1.0987135284481808
76.8,87.42,109,91900,6.1223574703814805
10.83,34.71,28,83800,9.18281920918414
93.01,78.18,290,110000,4.800684632525634
0.95,18.73,211,102100,7.661030066830499
68.86,63.04,40,85000,7.8328386935077745
57.77,92.42,93,90300,8.230325287588604
72.73,62.05,117,92700,7.475011297000432
51.67,9.48,224,103400,8.623223035405756
22.16,36.8,197,100700,7.70044661895652
80.65,59.27,224,103400,2.4819457334266373
83.35,95.01,119,92900,7.501888596975872
39.47,82.62,244,105400,8.875928512105009
82.65,20.32,133,94300,7.1428507501116645
35.03,1.17,243,105300,1.3704550182065167
15.12,91.53,14,82400,6.596946944344929
22.52,46.89,68,87800,4.213844417650263
33.56,51.21,171,98100,8.36866015138381
86.89,88.58,143,95300,5.992946271858111
28.1,33.35,15,82500,1.7870329214691838
22.34,65.85,228,103800,4.568339685945373
61.3,61.78,200,101000,1.1531161721757632
68.99,57.2,89,89900,3.204498043284069
6.7,87.02,26,83600,6.906097290145009
50.25,28.75,54,86400,7.425389024029353
49.49,37.6,62,87200,3.511651312471702
17.2,32.82,288,109800,7.5279347910735535
47.46,23.95,140,95000,3.9851976046204127
46.68,51.37,140,95000,9.05609520332161
17.51,47.65,213,102300,2.914687240301662
59.08,8.35,75,88500,5.464951542911854
8.45,37.24,285,109500,4.270805687726766
18.3,7.34,198,100800,5.181194301715508
44.3,52.6,270,108000,9.07180721286723
51.97,85.72,129,93900,2.1942535596966826
74.04,74.43,163,97300,0.6466273066163286
82.69,15.29,4,81400,1.997587234060031
43.55,22.96,96,90600,1.510710848744442
92.92,20.79,214,102400,6.3552650971619595
13.28,30.13,170,98000,8.087660049928083
55.26,32.11,288,109800,3.114074358456401
81.32,23.67,201,101100,5.186112098948645
47.57,34.0,52,86200,4.641338896127013
35.72,67.97,141,95100,6.441223591500531
38.23,27.94,153,96300,7.875115749677728
52.04,46.78,97,90700,5.176022053469323
70.41,74.64,94,90400,4.264299175176869
72.84,65.72,18,82800,0.30822090008906344
96.5,43.05,195,100500,1.7955786663967876
53.88,98.87,250,106000,7.157609825713319
13.67,51.74,66,87600,8.002535264490923
38.94,2.91,277,108700,4.088898227489048
30.01,52.15,257,106700,0.38607266031436493
29.66,74.89,140,95000,3.802112463440377
46.89,69.4,194,100400,3.507757577774444
49.75,35.05,9,81900,6.360890167906449
77.53,86.43,281,109100,3.5176173451592985
64.12,75.01,162,97200,8.488019914438564
34.81,29.41,50,86000,5.8209146384282455
2.39,23.46,240,105000,6.673350169298962
11.5,88.82,132,94200,8.656024203801525
53.72,46.08,27,83700,6.804036592724586
45.46,89.16,228,103800,9.635662618250105
45.23,15.11,97,90700,9.569484937382683
8.86,2.71,171,98100,7.79051731057722
89.85,54.47,162,97200,3.1980757702489306
86.02,87.66,176,98600,5.748170606574221
91.03,91.33,39,84900,5.19082515843496
7.38,19.73,134,94400,4.687757158487855
21.62,21.82,147,95700,4.825821116386758
88.5,77.53,111,92100,4.344931134474229
52.07,29.76,84,89400,3.1700772621093876
82.59,36.75,104,91400,6.221572569644023
89.14,80.39,78,88800,7.162143688198452
92.64,25.95,184,99400,6.305643617827775
0.57,48.49,49,85900,6.685426302363213
4.71,97.65,184,99400,3.9603474851454488
43.26,29.6,30,84000,6.260935900927661
98.24,72.36,18,82800,2.536117062227834
83.08,26.7,17,82700,6.527662839505625
60.66,20.27,123,93300,9.938148403218548
92.95,0.48,252,106200,0.6836874232053203
84.21,55.87,178,98800,0.4965449776207498
42.31,20.83,110,92000,0.8225333019187941
50.7,33.69,22,83200,3.5923179381511696
46.21,59.64,67,87700,2.0643913797118585
16.54,50.23,4,81400,6.5533794824384515
24.83,20.44,83,89300,4.654222564977136
94.63,76.62,159,96900,5.219405920800298
35.51,9.3,20,83000,7.038139411139028
92.59,69.29,172,98200,2.558436663831325
78.35,12.94,184,99400,5.251894888079893
7.14,31.9,191,100100,4.982942729727714
43.92,65.24,11,82100,4.833024794922096
93.77,30.74,232,104200,5.146743138857954
66.85,51.28,100,91000,2.6297364048556404
27.25,97.78,192,100200,5.500705462315027
72.72,19.06,97,90700,4.209742149798784
44.14,91.21,25,83500,6.64503584015497
57.26,43.8,269,107900,2.6119559372511834
11.46,21.2,6,81600,0.3457666070020182
16.74,16.59,206,101600,0.6305371197719067
96.86,90.44,196,100600,7.195709221257136
56.18,10.31,291,110100,9.027715918764406
25.51,43.59,100,91000,0.414754064626337
38.31,8.95,74,88400,9.548921795658707
96.11,67.45,230,104000,8.7263995709542
0.04,73.59,82,89200,4.52698449674184
94.41,34.49,294,110400,5.0483959041251145
55.82,58.04,76,88600,4.533843704053905
86.45,36.7,27,83700,2.7332833361730167
27.37,80.44,214,102400,4.946813007624009
95.5,13.35,189,99900,5.033557926405143
88.03,2.95,34,84400,9.576755473461835
67.09,37.01,192,100200,5.496559732987636
86.56,71.43,245,105500,0.44855653879606106
4.45,85.1,114,92400,0.17262870569365596
19.96,19.03,116,92600,3.37730068027289
13.23,91.2,168,97800,6.309478683801082
57.77,43.44,28,83800,7.750074272682518
28.76,39.56,195,100500,4.975243971485577
81.6,26.22,37,84700,9.663098005322963
11.71,39.3,231,104100,6.577662212429249
92.34,74.21,248,105800,1.6929647924486935
88.7,90.46,260,107000,2.208982950315914
55.27,28.36,11,82100,1.6713696519005616
83.39,33.28,179,98900,0.23336128856264127
98.34,2.98,159,96900,1.113395060011182
30.36,54.04,172,98200,5.539811667856608
52.67,89.93,200,101000,0.804925607614615
89.35,6.08,35,84500,8.80968194720026
25.74,86.36,103,91300,3.526114016417968
80.58,93.06,145,95500,9.29968685384763
27.8,82.13,13,82300,9.172283669576446
43.23,53.0,285,109500,7.732697462607863
29.71,73.67,35,84500,5.484743395413688
78.59,76.22,193,100300,5.537877190761219
16.55,54.66,31,84100,3.2314645719761623
77.1,88.14,127,93700,3.9147682755536186
15.54,70.69,65,87500,0.6474619842564033
44.06,28.66,126,93600,5.944194280936655
19.04,15.09,158,96800,1.0792772403092754
32.87,63.98,6,81600,8.570264165802783
93.75,86.19,185,99500,5.555711982009411
66.31,73.77,120,93000,8.976474588825276
65.92,22.29,290,110000,9.062662255202966
76.81,66.81,291,110100,3.3252889471838176
98.89,80.22,295,110500,3.924572344767948
24.58,91.77,235,104500,0.5812857936172366
34.25,25.59,62,87200,4.335940469776952
59.15,26.03,223,103300,2.155890264570476
50.48,58.36,164,97400,3.8469609403523197
73.91,45.44,106,91600,0.26597477508922496
4.42,6.42,231,104100,8.747566531710403
66.28,0.18,275,108500,6.4646307595749075
59.71,81.07,295,110500,8.729839597487926
56.6,48.39,18,82800,2.961820464284517
73.76,3.93,21,83100,6.012264329610311
37.64,27.52,245,105500,5.693285404326986
10.34,82.26,267,107700,2.0091162433742973
23.91,76.21,107,91700,1.1121837981151084
68.09,31.3,270,108000,8.50917587620706
44.63,54.14,115,92500,1.2698234622259053
67.36,16.28,213,102300,7.730949887542264
77.77,46.04,37,84700,0.7261994053074916
17.12,14.37,111,92100,2.2439340950207596
53.82,77.49,106,91600,7.400722039190562
91.9,77.34,196,100600,3.940683024241668
67.28,14.7,11,82100,9.75768650495426
84.72,9.26,37,84700,8.522318854197144
21.73,68.12,46,85600,8.245046605099978
65.88,60.71,245,105500,3.486639275292851
99.79,71.04,178,98800,7.100602004791671
70.14,80.55,273,108300,8.705438764220858
93.35,57.63,165,97500,7.344632921640285
54.98,59.59,170,98000,7.324540125023995
51.27,22.76,128,93800,5.7364942944333395
21.11,46.7,59,86900,4.05113166995152
1.86,5.65,165,97500,1.8350820251289301
63.43,16.99,47,85700,8.699312812556498
85.83,3.03,68,87800,4.126062004731611
24.87,24.44,290,110000,6.093554622585023
91.54,83.85,244,105400,0.9251857960065257
59.06,76.68,175,98500,2.6845734996420187
18.99,47.48,255,106500,5.806061060887318
68.21,28.53,284,109400,4.272690239887453
11.46,39.66,211,102100,5.407776340985099
72.26,2.36,157,96700,4.47608600629854
84.69,16.8,173,98300,8.334440164233571
82.38,8.85,70,88000,6.597768304307828
51.91,27.83,147,95700,2.552897672975095
97.2,59.15,238,104800,1.5640164036157278
90.57,65.36,170,98000,9.220731465720885
14.1,31.17,239,104900,6.013364025386116
21.05,22.56,300,111000,8.634573840272232
49.01,76.65,24,83400,9.449811480047913
71.52,81.35,75,88500,8.28536056954271
88.48,33.43,42,85200,9.834200569245116
83.93,48.15,155,96500,9.55535303669076
55.27,37.58,78,88800,7.927054207596842
76.0,48.71,24,83400,3.0106797509682517
54.98,14.08,210,102000,2.124450253656349
11.23,91.05,228,103800,8.55818420385326
85.41,61.23,283,109300,5.111654425591489
45.22,6.26,249,105900,5.878170984339546
32.39,34.17,69,87900,9.21959279493411
9.88,81.26,234,104400,8.853085455915554
46.58,75.82,69,87900,9.385259904561563
69.57,4.47,278,108800,0.4304061379592361
93.91,39.77,109,91900,6.723654643086646
32.91,55.77,167,97700,8.136444482891033
99.35,98.95,42,85200,5.20677749452614
32.47,85.26,4,81400,5.852989459162674
58.18,36.44,112,92200,2.2619213502855153
90.82,42.26,283,109300,1.4436874723681947
71.96,70.2,145,95500,7.350419712269792
75.99,35.13,2,81200,8.240851334941583
77.54,72.32,168,97800,2.0289779322460646
11.61,25.62,240,105000,8.551442381023163
76.42,5.14,267,107700,9.544698796732135
48.4,87.13,49,85900,0.3949015422302493
39.2,11.53,186,99600,0.7441984981824545
21.81,85.38,175,98500,2.2332111434264466
55.17,64.76,118,92800,7.715313723279564
18.1,71.99,188,99800,0.9891907578435766
20.7,4.46,3,81300,4.011573062377366
45.91,16.91,268,107800,4.07295928867158
11.71,59.59,236,104600,5.07588507095663
63.91,43.81,7,81700,8.255368596883644
65.34,86.71,84,89400,9.27802476996186
46.12,74.22,117,92700,5.253919716476228
3.7,32.51,145,95500,6.164012866768079
76.31,30.72,62,87200,2.950372042764947
68.86,63.12,92,90200,6.594133877165021
50.11,97.29,293,110300,0.7652973651930872
2.14,89.57,126,93600,9.586144067099893
29.61,85.85,42,85200,0.30490985429224793
93.22,58.81,214,102400,3.2034557058441004
38.7,11.83,239,104900,6.807455717815718
45.01,72.72,206,101600,4.713255569826133
9.57,39.1,170,98000,0.8944593170252824
48.53,43.54,153,96300,6.62137937005748
90.92,14.37,177,98700,2.8265526176444125
39.05,93.86,51,86100,5.860374107573707
6.43,75.01,221,103100,5.931123400508627
9.24,61.33,151,96100,9.311743955478724
8.71,80.48,108,91800,1.572485709880822
88.08,74.15,30,84000,8.58646426489024
8.05,87.12,164,97400,3.343844454596648
55.46,21.83,149,95900,4.329193970397349
68.37,59.17,14,82400,2.849397899339041
51.32,57.79,33,84300,6.667240753283243
52.85,84.28,233,104300,7.1961047777052665
55.55,35.03,145,95500,5.367518664096654
71.27,41.2,167,97700,9.215884988043525
60.47,94.41,109,91900,5.021968632752131
27.47,49.24,18,82800,4.484389751325148
30.88,96.13,147,95700,6.538989016225944
90.84,14.32,208,101800,4.792435616300921
48.74,9.27,216,102600,3.416335188840607
18.76,74.98,141,95100,0.16732802615310183
68.9,52.03,78,88800,6.906968875383739
38.29,43.18,147,95700,1.5465264195571926
70.64,5.25,77,88700,8.116992822083498
55.0,29.03,293,110300,3.3945626182971256

