X,Y,Channel No,Frequency(Hz),Range
74.8,76.04,5,81500,1.9010967616746466
82.7,75.94,294,110400,7.032700799071499
34.14,0.3,131,94100,7.1213166529896155
1.1,64.72,218,102800,6.291056677684762
47.37,6.07,150,96000,7.838225177486779
9.83,22.87,175,98500,6.686802934813203
3.72,28.75,234,104400,3.1183554660115034
55.16,31.8,134,94400,6.993828195507245
66.74,11.44,219,102900,6.661130487760206
2.06,1.09,278,108800,2.375619769664228
25.29,40.47,209,101900,7.518888995892267
95.97,88.72,254,106400,5.6600220982100335
17.53,82.63,38,84800,9.577393595329712
92.65,39.69,279,108900,8.730264669280851
98.0,89.85,180,99000,1.826333323767062
55.05,33.1,147,95700,7.694253212477991
19.75,61.29,173,98300,3.642677859989628
19.07,15.84,201,101100,0.7358609306240338
33.05,30.06,233,104300,8.539812423088383
11.56,92.65,166,97600,5.714223052897296
60.3,72.77,200,101000,2.2838530545679827
63.41,37.13,148,95800,9.732106514027492
92.73,23.34,177,98700,9.533273998990005
98.1,85.67,129,93900,1.7708088083771056
68.56,9.64,115,92500,8.71313496452585
91.74,77.4,255,106500,3.971495557282503
34.75,21.33,290,110000,0.591155022721418
94.78,7.28,80,89000,6.7724480474027
64.66,60.39,52,86200,8.786281332978778
77.1,66.38,85,89500,7.5856001208673725
2.78,21.95,50,86000,3.4241457361016394
8.68,53.9,209,101900,4.367539453561654
33.91,2.48,61,87100,4.477023071295872
16.04,58.64,229,103900,1.8195802857356513
29.44,34.63,290,110000,2.5139857408274233
61.07,24.23,131,94100,4.204600603056166
5.94,3.83,213,102300,9.071552777104273
73.34,32.19,277,108700,0.217357506808884
42.48,10.3,245,105500,0.4741251420192816
29.59,59.29,81,89100,9.968435653278245
42.08,1.86,105,91500,0.431029450741226
14.72,92.04,87,89700,5.074649056032602
90.38,18.1,53,86300,2.2634683783235756
17.68,9.65,215,102500,0.8815834291182179
59.39,54.33,111,92100,9.226704971207164
12.31,79.31,235,104500,5.924331495407584
28.33,75.07,110,92000,5.553310544940292
48.58,42.67,104,91400,1.4638330659783638
44.97,81.0,235,104500,4.921412627785412
32.7,10.99,34,84400,2.0783615644900557
30.47,60.86,287,109700,1.822965419312832
6.05,27.56,207,101700,3.258605178089218
39.07,40.35,34,84400,3.452801963356653
42.2,1.11,233,104300,0.3227536160203559
19.64,73.7,177,98700,0.34747907852525906
69.14,61.28,267,107700,3.9635186040115746
90.4,10.42,141,95100,7.067841872841059
89.2,38.3,223,103300,5.74687218090615
30.48,9.68,58,86800,5.141209690670468
13.36,23.05,13,82300,3.943473935422305
12.26,67.98,270,108000,8.564761110379282
48.36,20.52,208,101800,8.385573360854957
46.97,71.59,203,101300,3.1339434984157375
75.31,70.49,257,106700,7.458100906646044
92.96,85.1,146,95600,9.317726014782874
36.4,72.01,245,105500,0.8624806414912134
80.35,39.25,247,105700,0.3816139600717072
3.25,15.16,41,85100,6.101436863872714
39.12,87.35,227,103700,2.891204233162583
34.15,93.15,285,109500,2.544961991904071
78.57,57.84,256,106600,1.9515750570761214
40.73,40.42,295,110500,4.930210510234181
55.16,42.66,257,106700,3.7951015992265758
74.86,18.41,75,88500,3.8561272066902728
83.16,25.87,91,90100,0.272773715711333
15.63,49.62,110,92000,7.548131718456755
87.84,75.08,265,107500,3.988395301168546
83.28,82.81,263,107300,0.3364396567574479
74.61,89.48,244,105400,6.2040553729349925
31.81,57.24,220,103000,5.017092395385033
88.97,22.52,152,96200,8.108136594626947
75.48,22.42,87,89700,9.807295606371625
72.19,74.69,216,102600,6.8492304781596935
85.67,61.26,211,102100,4.8822103228053315
75.15,82.65,82,89200,2.0823266042435784
53.97,59.14,206,101600,7.561194444305103
79.37,14.22,128,93800,4.235415051647849
54.96,59.23,137,94700,0.826151691107101
87.8,16.09,231,104100,8.779316316773937
58.15,45.16,260,107000,3.8878860890272637
90.71,50.54,91,90100,9.371555134436932
31.89,96.26,127,93700,0.509197115182094
82.18,0.95,296,110600,8.653019728401288
54.58,67.64,5,81500,5.4431492335987555
1.3,21.76,131,94100,6.916928477461695
98.09,57.66,209,101900,9.005016184358691
98.81,58.03,5,81500,2.962371275972855
77.04,38.78,300,111000,6.976618693709837
84.79,62.12,21,83100,6.714816633093084
63.43,44.12,76,88600,7.908146654747222
95.8,90.67,18,82800,2.0750974077060946
51.03,21.88,4,81400,2.757344296332158
30.96,73.52,123,93300,9.784420818869807
16.15,92.42,166,97600,5.667677979591362
45.68,8.44,175,98500,1.6100122018772234
62.52,68.62,230,104000,7.67053435126415
58.9,49.89,284,109400,8.01449530685846
56.45,29.41,224,103400,2.992660588633691
25.23,28.83,127,93700,4.7286941335559005
55.75,68.03,106,91600,6.406194858968837
46.83,61.0,171,98100,8.76505420784561
10.85,72.36,74,88400,8.278277584194583
51.7,76.1,1,81100,9.75653068366168
69.71,32.57,133,94300,5.42014998477014
44.47,27.31,156,96600,7.858906087146148
49.63,13.29,242,105200,1.917827746899623
44.18,21.29,296,110600,8.494767330438934
48.32,71.6,280,109000,6.420186593088843
59.11,42.56,77,88700,7.0326533836749086
54.51,50.48,251,106100,5.094090454747173
13.32,32.77,282,109200,2.0793344802995692
83.71,27.75,286,109600,2.014836035319264
31.31,25.69,256,106600,4.817192292581366
8.9,54.79,209,101900,8.184649728568727
8.26,31.24,288,109800,8.048867368213978
77.76,76.49,76,88600,3.859573529895286
41.26,8.77,7,81700,3.0306332158212115
8.07,83.85,34,84400,6.2692814406519854
73.99,68.44,148,95800,4.403471840813293
31.39,14.39,249,105900,1.144974147663097
11.89,92.54,8,81800,4.591954436275632
11.23,81.88,49,85900,4.393513336142426
97.86,73.74,196,100600,3.867435000017465
96.43,86.31,182,99200,2.593638759749034
99.57,26.26,282,109200,2.2015938357672726
83.22,28.23,11,82100,3.2209879796233185
48.56,37.61,283,109300,4.313213963767883
49.95,27.07,20,83000,8.267461281187735
88.61,93.43,243,105300,1.5855734674217947
97.57,22.24,139,94900,6.498275574556959
36.36,26.28,166,97600,9.360683378259573
75.59,17.91,57,86700,8.43408055002719
30.5,10.1,248,105800,7.462639161250834
98.67,17.6,59,86900,5.359294724888654
47.84,46.62,25,83500,6.534755076776436
61.98,83.12,166,97600,5.501119694386324
93.84,67.36,8,81800,5.1692941585265775
44.96,43.88,293,110300,0.9125195172310085
33.79,5.37,63,87300,9.046131673190835
52.59,77.25,18,82800,1.5990875949350258
16.06,74.66,99,90900,5.965489236703467
80.6,78.3,100,91000,5.782662619242588
53.77,31.98,108,91800,1.2540924852595858
7.26,38.35,101,91100,8.778577205638179
72.93,85.63,234,104400,9.444129618478597
7.8,55.47,211,102100,7.319545339566829
5.83,59.06,51,86100,7.176848713100145
59.71,7.48,56,86600,0.9846652110030818
6.89,13.01,9,81900,2.1804431418859807
57.16,28.07,112,92200,0.04037368020426757
94.87,79.67,213,102300,6.034151510151446
81.16,40.05,100,91000,6.981180233204834
80.09,64.29,149,95900,7.782649439018884
78.17,16.42,247,105700,2.53766175159037
18.24,25.58,5,81500,8.7384718079805
84.63,59.29,114,92400,1.2197747762888334
43.4,54.85,121,93100,9.84325775162868
97.23,9.72,146,95600,4.563556374061303
72.06,35.55,41,85100,4.495213416963267
29.69,27.23,201,101100,5.28350021745541
37.14,80.01,280,109000,5.940713572398924
15.4,6.84,225,103500,3.292334008960538
6.66,7.95,49,85900,7.229062528484641
12.56,33.59,144,95400,5.981849195590083
64.73,52.91,113,92300,7.804002898466065
43.22,9.72,247,105700,3.866351576452809
84.93,56.68,80,89000,7.422714459646916
51.16,28.1,159,96900,7.433998684946442
5.19,39.55,119,92900,0.028215714391967017
94.71,7.07,259,106900,8.246758576910466
21.77,14.61,64,87400,6.135862590350143
100.0,46.35,261,107100,3.5492470622185324
55.56,47.94,168,97800,7.316958444591634
88.06,11.41,262,107200,8.118782134629372
8.4,53.72,179,98900,4.466473024082308
54.56,4.89,97,90700,4.198411184839515
19.18,52.71,152,96200,8.127898364948424
25.0,37.19,134,94400,2.1424204028335203
49.93,16.02,300,111000,3.5230094554477875
30.11,65.77,13,82300,3.067207628088423
80.9,62.12,234,104400,0.8106122503004864
46.34,33.07,195,100500,5.1928908719199915
69.73,74.37,299,110900,7.095412026055444
24.48,95.9,57,86700,7.692413792659973
35.29,58.79,251,106100,6.851300434934656
85.82,6.11,226,103600,7.40119892326919
59.12,67.4,163,97300,1.6442793444869053
99.79,71.76,101,91100,2.503868731128059
58.7,71.07,284,109400,4.676823576769902
69.56,0.74,79,88900,3.783705355678011
75.92,77.71,73,88300,5.971835560207919
42.75,4.75,277,108700,3.830134125513517
41.34,56.55,104,91400,6.62090158290276
33.42,20.58,225,103500,1.0405855410299447
20.3,47.33,138,94800,5.994914515816693
88.33,87.57,37,84700,1.7729121014490978
20.38,4.33,19,82900,1.1182147101416973
55.5,5.75,234,104400,6.706596578916084
41.55,49.72,198,100800,8.409323900086536
16.66,87.03,13,82300,7.615069744200143
79.95,87.78,77,88700,1.9675264600106201
26.01,3.83,101,91100,7.253571471161036
54.19,62.47,43,85300,0.716601685793351
57.73,33.76,41,85100,6.999395885601423
9.25,24.36,286,109600,6.592851693972047
1.83,97.08,251,106100,5.972589504373148
66.98,9.66,262,107200,4.07831024161643
63.89,84.08,286,109600,8.499975811836432
34.66,24.22,34,84400,5.632068651197281
18.07,74.08,256,106600,8.504773385340057
53.4,68.28,220,103000,9.769661201866857
34.69,54.47,132,94200,4.405337841773017
66.83,34.07,102,91200,6.895278670646093
53.73,58.47,75,88500,3.7431925467176552
16.94,57.57,162,97200,9.62339859626055
4.01,54.12,296,110600,5.542286747070736
28.95,8.17,123,93300,7.760598906343228
73.92,32.79,163,97300,0.4943559769257022
29.97,55.71,247,105700,5.78651183220045
24.17,65.83,278,108800,4.791613888140038
57.01,62.87,131,94100,1.412965750247569
95.75,20.29,189,99900,5.7663035691009945
49.48,12.74,232,104200,5.35649002598504
6.68,50.66,4,81400,4.581629047636559
88.15,96.5,182,99200,3.981920504258678
50.3,12.6,44,85400,8.841313586350314
38.3,53.99,59,86900,1.0204713045172908
4.67,76.8,151,96100,2.0927306143491133
78.17,81.19,42,85200,1.597235876056241
37.77,56.14,235,104500,6.394760438340837
45.39,93.19,39,84900,9.689774763648174
46.43,98.05,102,91200,2.165995908287335
14.15,58.21,119,92900,8.656632692444973
98.22,35.16,33,84300,7.8376779811868715
23.48,99.3,163,97300,7.30395663842352
55.1,32.14,220,103000,1.9810375559241578
13.16,93.59,182,99200,1.1877309776924028
45.1,14.3,56,86600,6.789092299338028
87.94,86.22,221,103100,9.47265539927567
14.13,14.48,76,88600,3.453137456096589
23.17,75.52,145,95500,2.086764523931526
33.83,28.62,67,87700,4.12520735253344

