X,Y,Channel No,Frequency(Hz),Range
37.72,78.09,297,110700,2.7847318865711204
96.11,34.28,16,82600,0.895650412430582
7.05,83.79,165,97500,2.8317451513004954
57.62,73.63,104,91400,5.781809508285059
40.45,3.02,277,108700,2.68774464645938
63.33,92.82,241,105100,8.350193213989982
73.74,67.5,47,85700,3.267983097895266
7.33,62.68,41,85100,1.1837076822318415
94.34,38.44,284,109400,6.5504554843915965
40.72,73.85,252,106200,0.8124400449144775
5.07,66.1,63,87300,6.0323264978082145
57.47,18.01,242,105200,6.030893664374739
72.26,98.12,251,106100,5.185100995683153
41.2,11.67,299,110900,8.797012280275704
15.23,58.66,141,95100,9.819868928980767
87.75,43.93,122,93200,6.416934733959239
16.21,76.91,197,100700,5.362495765970632
66.47,75.28,81,89100,4.676186300854327
30.08,4.33,168,97800,9.81528374785713
60.21,14.38,227,103700,6.3488576536031935
51.23,22.95,197,100700,7.499899708230064
28.5,51.68,145,95500,7.720410248506617
51.44,13.75,175,98500,2.5460329537528437
71.55,34.71,244,105400,8.422435717016048
36.96,23.9,36,84600,7.177325310955095
33.57,28.39,87,89700,1.93065547848854
85.77,43.96,136,94600,0.9728574446736693
73.05,15.42,296,110600,6.858555178804114
16.48,82.58,41,85100,8.927412399980664
45.16,57.01,181,99100,2.932436770910143
9.43,4.8,238,104800,8.931629781393701
86.56,52.04,165,97500,1.9097530316203237
47.33,82.37,1,81100,1.5350191730574037
66.54,4.15,91,90100,8.257982443286062
67.92,89.76,288,109800,4.987901721427223
70.19,30.22,214,102400,9.10891351097089
24.47,67.88,230,104000,7.686186258656812
9.0,21.73,120,93000,8.712167372786736
31.16,69.01,73,88300,4.525259158913611
12.0,0.27,290,110000,1.6074951567218299
29.82,91.14,16,82600,7.222152498731075
37.04,93.02,295,110500,7.19946958469473
52.31,7.59,91,90100,5.460852023116699
55.46,90.13,105,91500,8.938559819787775
68.3,98.75,22,83200,2.4826136644407715
6.15,36.19,255,106500,5.383350799885123
2.22,96.68,18,82800,7.366237572447699
84.99,51.15,65,87500,0.9402551019396599
75.05,60.5,204,101400,6.263432093267173
34.53,71.93,151,96100,7.856095990098774
76.8,10.79,246,105600,5.968940914981909
25.23,55.56,283,109300,1.2883006521211449
3.58,64.57,285,109500,7.7675183878278276
74.49,86.92,54,86400,8.116297874023077
99.71,28.76,269,107900,5.01989976860937
32.46,89.96,76,88600,1.111415519700688
29.71,30.07,12,82200,9.593627315008835
74.82,49.61,243,105300,0.5828021468334044
67.48,81.49,215,102500,5.334228149761132
81.79,13.88,204,101400,9.501515222019185
30.97,11.95,132,94200,9.286319815228284
49.88,60.08,174,98400,8.118077409945547
9.31,14.26,213,102300,6.447498398504932
78.48,77.6,38,84800,4.3808976579807535
26.24,98.94,188,99800,2.2613610962738893
96.59,40.57,136,94600,5.090611795067028
59.06,76.58,237,104700,9.777007329067194
47.1,18.28,281,109100,4.1515273853462995
85.42,29.77,90,90000,9.024341458459219
25.33,98.35,140,95000,1.8750782271539346
61.36,77.37,188,99800,3.4372576563030655
76.9,78.71,190,100000,7.826920312000038
43.99,78.08,240,105000,8.516322373863447
95.68,17.52,294,110400,7.8706518465565
59.35,68.5,29,83900,7.931150190302738
26.93,17.62,158,96800,8.935017186117992
81.95,81.45,205,101500,1.1488202067528652
73.06,61.43,125,93500,6.612003629262202
36.22,44.38,34,84400,8.82314933848109
19.51,5.83,261,107100,6.3808306491403055
52.23,14.93,170,98000,9.631465719635468
47.36,92.34,161,97100,8.35413549385883
7.84,70.77,234,104400,7.1979518229625175
75.4,27.37,55,86500,3.670535432052212
68.12,34.45,233,104300,3.0491841420438828
79.42,39.96,163,97300,2.631359247258752
88.69,80.36,78,88800,1.2179484622403813
69.43,29.57,106,91600,6.42406717947681
84.58,40.44,276,108600,9.811758634457293
66.49,75.54,298,110800,5.722369499510554
78.48,98.33,162,97200,2.4150407514698404
9.86,91.52,84,89400,6.941182111897108
33.16,37.17,251,106100,8.077160368051429
42.73,73.06,22,83200,5.697494137224637
41.58,85.57,259,106900,8.487136496683876
70.07,4.74,101,91100,3.7363208440118356
95.29,88.15,79,88900,8.041037006103979
55.52,64.29,24,83400,0.7808481820549751
76.62,12.55,182,99200,0.31691338859887175
26.23,85.49,222,103200,3.4205139746963265
23.73,92.93,291,110100,9.088271211680931
84.0,19.27,38,84800,5.129263106938606
98.48,1.69,64,87400,4.690209121730589
79.27,62.6,138,94800,2.083952630357561
46.97,35.73,129,93900,6.218536272467924
90.4,8.88,97,90700,9.811496057003975
79.99,1.13,114,92400,5.763656871135735
64.73,10.13,222,103200,3.4207405189298634
16.27,81.36,63,87300,4.386288517405893
20.55,31.12,81,89100,5.765368150262809
25.55,77.79,160,97000,7.715955450772989
79.07,19.0,181,99100,1.2377354015887332
80.13,18.66,196,100600,6.436656629978308
94.39,7.78,140,95000,9.817124406329413
73.93,42.65,221,103100,8.214425071742333
75.9,26.61,261,107100,4.702274531255499
96.06,77.01,161,97100,0.17220059335857685
52.5,83.12,187,99700,4.466442120862235
52.59,46.05,134,94400,7.338269282836655
10.65,48.68,77,88700,5.708976932402523
14.23,66.22,280,109000,2.7515257307764784
49.78,81.16,190,100000,7.072160083786322
30.7,5.99,8,81800,9.42222546568234
37.16,82.46,196,100600,9.083695007178486
92.91,15.21,68,87800,6.099261753307303
12.15,3.31,187,99700,4.317940049238147
43.16,57.28,222,103200,5.919054030335827
84.81,75.43,151,96100,7.993090571707361
30.43,9.8,257,106700,5.2979220514231695
97.45,72.92,187,99700,3.3937125002151705
82.93,34.42,188,99800,5.826583061983591
69.61,78.55,3,81300,8.891190008984838
23.41,55.19,39,84900,3.035681322929168
26.32,58.35,169,97900,2.1978978818673047
83.85,26.15,157,96700,6.484786135015236
17.77,28.4,46,85600,2.609674027550991
85.99,13.32,82,89200,7.100121855143108
74.37,31.33,24,83400,7.047040001851833
41.27,64.5,115,92500,1.6206437715620947
5.35,27.08,260,107000,0.7865382618413774
89.95,90.54,239,104900,4.6365169136553375
41.43,42.08,192,100200,7.873620842677575
42.74,36.27,188,99800,5.40329764959631
42.39,14.32,241,105100,9.728160234817965
10.3,76.12,50,86000,6.4302304716912415
38.96,18.03,104,91400,7.6994770409383895
6.07,29.8,51,86100,0.969276939876762
55.12,50.63,82,89200,7.012693690636617
86.28,56.81,57,86700,6.826335612526054
61.66,17.59,55,86500,5.291366336552354
46.93,54.97,130,94000,9.3873404880382
44.75,55.86,282,109200,9.668101472159043
32.49,57.94,101,91100,0.06556178542163282
34.33,95.7,88,89800,7.336887300471078
23.33,99.26,87,89700,0.3547423223665469
26.32,72.2,284,109400,6.5960352002385
59.76,86.47,77,88700,1.7942026014202839
49.85,62.86,197,100700,9.223082179484058
29.27,7.84,281,109100,9.051496970739407
76.17,45.82,243,105300,2.063149570995643
90.81,76.28,144,95400,5.296628071253591
39.48,44.14,77,88700,1.5567033528146934
34.7,0.44,171,98100,4.52648339090743
41.49,46.24,177,98700,1.5443431450282774
80.21,61.16,192,100200,5.602562418719068
41.36,69.9,110,92000,2.9342621693426993
94.2,63.09,56,86600,3.7489953677943646
90.56,67.56,9,81900,5.977795096695367
73.53,25.95,224,103400,1.0373031005405708
58.29,54.9,62,87200,8.151614363235241
71.62,77.44,143,95300,2.03160815172162
7.09,80.78,68,87800,5.579567398089733
65.44,11.06,79,88900,1.0115742394126637
20.8,47.32,1,81100,5.036984028710741
52.75,75.64,167,97700,4.914998121368797
57.22,31.25,51,86100,9.76592856827912
41.52,70.94,95,90500,0.888719985984191
96.48,54.44,61,87100,2.397966962934305
43.68,33.67,8,81800,8.802621821668023
82.74,0.45,187,99700,5.44444585820984
13.44,11.72,65,87500,9.620463331972484
11.66,76.55,285,109500,6.1921883809889575
76.65,40.97,36,84600,7.642918693593385
98.96,76.23,225,103500,1.9602841380642755
82.5,58.55,7,81700,3.5084669111163014
76.41,5.8,192,100200,0.9629413241775897
71.05,9.3,253,106300,0.7789730648869597
0.83,0.64,217,102700,7.32204016771521
91.1,27.97,240,105000,9.927451781631463
28.85,71.51,46,85600,8.825264461776774
21.61,8.73,272,108200,2.7203364346731194
5.73,89.43,218,102800,6.9818306602495745
46.92,5.71,244,105400,8.136643629101757
39.85,38.77,214,102400,8.844561825154024
11.07,43.56,167,97700,9.038974187920498
86.53,42.59,193,100300,3.4072466597365425
29.73,55.26,232,104200,0.40983145795772113
44.08,91.75,32,84200,5.519005473562744
69.72,6.19,164,97400,3.8510663861872985
73.46,89.68,20,83000,1.958170644351972
15.41,7.71,270,108000,5.630341056820991
88.49,58.57,9,81900,6.258609180035294
28.95,71.73,188,99800,3.418662881240029
28.13,39.53,174,98400,6.169350574524137
77.08,8.13,186,99600,9.225739708661944
14.16,59.18,64,87400,4.247991164595772
41.04,21.32,228,103800,7.289950508551182
18.48,28.11,153,96300,3.44001164997212
48.0,19.02,227,103700,7.858104837328252
12.53,83.08,126,93600,4.88649409242441
62.69,6.95,243,105300,3.0941634466108745
47.89,83.86,255,106500,0.344678508668641
56.09,6.04,161,97100,4.639203365226573
22.19,28.31,100,91000,1.1184667239546697
24.23,95.78,3,81300,3.6169295572942026
17.21,54.62,233,104300,5.304770097258059
64.84,56.56,41,85100,0.8059482513826577
56.99,58.57,259,106900,5.398153421704551
32.07,56.78,211,102100,5.104110255348155
23.13,65.27,221,103100,5.19842048961137
80.24,6.4,92,90200,2.7700096796520524
81.68,59.94,113,92300,3.777775946215635
76.43,77.58,84,89400,3.8769609795386586
21.29,0.23,208,101800,1.636372571084428
8.7,75.06,162,97200,9.246475127630521
76.03,3.92,29,83900,0.6640368925979945
41.8,24.5,63,87300,4.288699647038163
7.87,29.95,102,91200,2.094675521711257
75.54,34.93,81,89100,1.7699716405533905
53.45,48.43,47,85700,1.1574124678230668
42.22,83.52,285,109500,4.812343172920894
98.03,25.57,195,100500,0.8703151148574273
38.98,64.82,166,97600,3.322674779374817
25.11,33.39,268,107800,1.57023974951093
28.81,45.21,88,89800,0.6219284689253313
4.72,30.8,278,108800,4.913790133607638
59.2,63.23,235,104500,4.027145021303582
25.57,52.49,242,105200,7.713752169463892
41.71,21.42,23,83300,0.4140102117401856
46.41,85.31,256,106600,9.99304417635252
7.46,21.67,300,111000,9.897953119283118
41.02,7.89,221,103100,4.850848715421745
3.7,6.69,130,94000,2.4135843479519217
37.26,18.6,18,82800,3.3560480199768805
24.86,83.61,193,100300,0.49956259680037474
6.02,79.39,137,94700,2.830528832917273
77.83,22.14,188,99800,9.51835820214119
38.26,58.64,171,98100,0.08472186216348931
65.62,39.19,4,81400,4.023961756452489
59.86,64.77,219,102900,4.851563287905258
36.29,5.0,108,91800,6.357549397423419
72.76,24.3,154,96400,1.670775017509808
84.57,31.29,85,89500,3.7800486185000004
78.44,72.85,251,106100,8.547114284034741
12.71,31.28,95,90500,1.6761659555048902
35.03,95.78,97,90700,6.994435214362099
53.68,73.26,249,105900,8.377786917502638
22.87,76.12,136,94600,3.638652504987352
35.36,84.89,28,83800,7.902979544560339
45.29,82.2,112,92200,7.849921457015667
17.33,3.71,237,104700,8.993673396358906
70.58,54.28,44,85400,1.2766686120954995
63.22,10.73,212,102200,6.020174792638354
29.76,30.43,45,85500,3.4369182009172894
21.17,28.77,132,94200,1.0200611137029236
20.14,85.6,74,88400,6.367310927056011
72.49,14.92,265,107500,7.924922596519708
29.24,44.29,237,104700,0.825185162904114
74.26,27.21,228,103800,4.129412939972238
85.74,67.61,103,91300,5.67821953652356
65.61,99.91,161,97100,0.3578857720957074
64.65,8.35,95,90500,1.299840694549299
29.26,18.72,91,90100,4.325560811414849
22.26,73.76,252,106200,1.3234788104005824
0.07,47.39,87,89700,4.170938050710822
13.25,35.43,132,94200,5.707735875352247
90.51,20.95,105,91500,3.907574923160444
47.12,77.7,90,90000,1.3467350956011448
59.39,86.89,145,95500,0.21614012379612024
73.83,81.85,267,107700,5.450735143224405
84.64,45.46,243,105300,0.437851463233665
49.79,1.9,128,93800,6.553183587588558
13.41,13.03,41,85100,8.46027826521566
24.49,99.73,99,90900,9.609606527076552
53.67,8.13,238,104800,3.7845530185663123
5.0,72.11,98,90800,5.4852529749959835
40.24,39.14,8,81800,0.06404513007890467
1.6,20.35,184,99400,2.8326158775179398
55.09,54.33,210,102000,1.0995426355701265
30.71,84.43,153,96300,7.493471132024573
7.05,0.42,118,92800,3.112198241969484
53.3,87.8,67,87700,3.0858095423135676
78.98,24.36,87,89700,3.196474368286686
56.82,16.53,294,110400,7.223126701929175
32.12,44.14,43,85300,1.4408059454493138
46.13,86.96,119,92900,3.1373606404641743
16.67,9.4,297,110700,2.2097170487475983
95.65,39.76,228,103800,2.518984145418317
75.16,70.23,187,99700,2.5799511798204056
28.36,35.1,45,85500,4.73624575059752
40.99,73.45,136,94600,9.643300225444412
30.19,13.66,33,84300,1.7444538854464209
28.5,9.7,52,86200,5.215028353869959
78.41,31.05,187,99700,9.845910104684597
82.55,41.66,38,84800,5.960094104687162
61.15,69.69,157,96700,5.818253835826095
6.09,54.18,203,101300,8.767038316722171
92.06,81.28,69,87900,9.006464157444535
12.09,80.37,94,90400,7.714942670079619
78.78,15.61,59,86900,4.890745909055454
52.78,74.11,161,97100,7.702051837264344
86.69,46.86,172,98200,2.9243547388957603
63.51,19.33,91,90100,5.90149089869209
50.64,17.34,196,100600,9.513765428742373
21.1,88.8,27,83700,1.0022685045454038
26.42,80.53,248,105800,9.726336811770398
57.44,91.46,25,83500,9.660961085050374
41.05,39.82,18,82800,1.4019058208143464
87.75,75.98,216,102600,2.8658804127790227
96.29,48.06,98,90800,6.9649645650708125
10.02,90.51,161,97100,2.792144941188818
3.5,53.56,50,86000,9.439861369226067
7.16,33.92,33,84300,4.15019655730215
79.33,52.92,279,108900,4.425712898110166
36.74,72.02,107,91700,6.605401369827614
11.92,38.49,246,105600,2.459570623383893
24.29,33.89,21,83100,5.33226755773285
14.78,8.47,285,109500,1.0612297527455539
86.03,48.05,213,102300,1.579458382186102
21.83,41.85,119,92900,1.4925422359972729
93.98,25.94,20,83000,0.8334988710070956
41.16,26.85,216,102600,6.966109960473078
62.5,50.99,107,91700,2.008336585985405
77.35,71.56,278,108800,0.6968888069480916
79.15,85.81,98,90800,1.4395230523288494
52.56,18.63,168,97800,9.205971987585707
24.37,66.77,61,87100,2.36672803881533
5.24,31.91,178,98800,7.965231982203997
25.07,15.91,285,109500,6.243850662104464
21.81,22.39,105,91500,8.527510781743612
65.08,63.09,22,83200,1.4756764081139773
61.74,33.14,119,92900,3.3387864217894556
31.92,38.26,164,97400,8.053600964783605
68.87,8.46,231,104100,2.501589717828847
13.75,62.81,31,84100,0.7164240734517091
23.48,31.5,46,85600,5.78456491609141
73.06,42.28,120,93000,6.517865632363948
78.14,25.74,274,108400,9.489323452933125
14.22,38.07,89,89900,5.518804744508847
38.27,81.51,250,106000,6.6367932039754605
31.07,75.26,221,103100,1.3740326601419883
93.1,86.0,202,101200,6.971499227374438
67.49,25.39,209,101900,5.14157737594835
76.95,7.01,93,90300,1.0602621538602353
49.06,88.52,136,94600,4.154662332668915
41.77,4.63,149,95900,7.244568611338749
47.33,87.3,4,81400,4.365609697613808
52.15,22.65,291,110100,7.2624830195183225
19.22,77.03,151,96100,0.45726681414692827
71.6,42.03,134,94400,3.2618351606760676
23.8,70.71,83,89300,2.1368414032093974
95.14,62.46,193,100300,6.863155628499076
56.23,75.44,274,108400,6.451619747233742
97.25,14.79,109,91900,7.486358161942327
54.4,37.61,45,85500,6.424466048134976
6.68,97.19,58,86800,8.823597681772801
27.46,98.44,99,90900,2.6839799409030385
89.78,70.8,21,83100,7.022471926668677
27.76,68.23,128,93800,1.6007887531516762
22.91,46.97,273,108300,3.645424779174078
37.46,38.26,231,104100,5.434882570877443
60.72,47.41,57,86700,9.00572640636801
69.48,62.4,86,89600,4.502736444460425
62.3,21.0,262,107200,4.166912356241986
88.89,57.28,30,84000,0.896917851081872
19.68,56.78,68,87800,1.2564290853442484
44.95,89.12,276,108600,8.001004873519697
44.7,40.88,202,101200,4.2171078047568225
67.17,38.54,24,83400,0.26117952045427995
8.83,67.61,275,108500,4.5398740939351985
18.91,60.03,214,102400,6.381350065692292
98.45,29.21,54,86400,6.63190780775961
21.22,82.23,182,99200,4.435833114029507
42.9,77.34,158,96800,4.426722218714545
56.61,27.03,142,95200,5.1335432804228445
96.63,70.21,75,88500,7.692949104300983
37.32,60.78,84,89400,5.567520293969159
8.15,93.95,68,87800,2.709893397177028
76.08,29.42,164,97400,8.847023971350401
88.38,73.77,258,106800,5.919309268840776
28.63,70.67,215,102500,8.79607916404172
98.88,71.56,271,108100,0.6097244014311298
86.62,41.1,215,102500,4.828303569472484
16.46,99.82,263,107300,9.323647097728614
87.45,43.79,14,82400,1.745327887461764
94.91,68.93,192,100200,8.587029632495277
72.92,92.98,6,81600,6.783687023641391
36.81,24.52,232,104200,6.738558450768375
72.6,6.15,189,99900,1.1374236654757897
8.65,24.97,83,89300,0.48409761213288327
9.94,71.26,273,108300,2.4518929436033323
81.46,54.93,184,99400,5.625563378984355
29.01,96.92,139,94900,5.615573894843977
55.18,70.52,76,88600,2.926547951839351
17.97,16.76,230,104000,1.4246725639278512
30.47,23.82,141,95100,0.8982755704806333
62.06,85.73,256,106600,1.3696451297254952
23.92,20.34,294,110400,4.444357338146093
92.86,75.78,201,101100,4.559538724438727
84.18,21.26,27,83700,6.7229558302965
13.66,50.94,37,84700,2.4814762574893767
55.38,14.69,217,102700,2.6082632847717955
71.13,77.91,240,105000,4.367238313681155
51.61,44.61,195,100500,6.003779181425744
12.55,7.04,55,86500,1.0414732380599645
51.54,4.46,79,88900,1.6281350045195708
14.71,41.08,65,87500,6.547608324453171
96.11,73.61,188,99800,0.3168000025644768
95.88,93.77,282,109200,3.03532373599809
73.27,99.01,263,107300,7.322799745151225
25.04,29.36,294,110400,6.450979458035075
4.29,2.07,290,110000,6.425724481245157
24.58,65.11,199,100900,4.7594376829168
3.44,21.0,136,94600,1.1461985742934289
21.39,13.81,74,88400,0.6583034762395767
69.18,83.02,269,107900,4.194258484785243
39.56,40.9,12,82200,1.0959881355577061
79.2,37.16,221,103100,0.04263785630094996
43.07,11.8,22,83200,3.101693605741269
3.67,68.74,88,89800,4.703920061341849
31.12,8.95,210,102000,1.363184864063055
21.84,59.3,149,95900,4.304293939327208
60.39,5.22,35,84500,7.1880895919770875
25.25,52.43,196,100600,6.692863387102034
18.86,90.66,106,91600,0.6536883338061172
17.9,34.58,149,95900,1.3170163304348081
4.0,62.9,223,103300,0.24226529727729096
78.08,43.18,95,90500,4.0503902532002485
64.24,7.92,1,81100,4.5838288168364105
29.94,69.24,234,104400,9.105870801347264
47.56,17.74,35,84500,4.251423249610843
83.38,30.79,275,108500,7.033471883905369
63.16,14.2,225,103500,3.198567068111191
40.54,55.01,103,91300,9.929747426760756
3.3,73.81,107,91700,7.372126594239812
34.1,22.15,148,95800,5.115741471892248
90.85,77.85,48,85800,5.411895336351099
58.0,92.09,248,105800,0.8247546939636219
15.46,43.9,278,108800,3.951339498403419
75.07,55.8,24,83400,9.93605986706395
96.13,30.24,251,106100,8.809643711609269
37.27,28.18,96,90600,4.959010463365328
61.1,42.92,262,107200,6.91686224133759
34.4,26.3,159,96900,2.6828978489907787
67.63,16.95,202,101200,0.9014241102589826
94.72,57.4,144,95400,4.936827131682676
93.38,87.45,276,108600,5.3084620548750845
97.36,75.06,135,94500,1.4324153693488884
18.94,14.6,88,89800,6.980706155585763
20.07,48.41,200,101000,6.778186009072432
86.72,76.91,37,84700,1.4495160086226733
38.6,29.33,127,93700,0.4522667159938054
65.1,1.45,109,91900,6.636790431653575
14.15,95.86,113,92300,1.1997784423923685
68.96,56.76,248,105800,6.799999348391347
53.83,95.81,169,97900,5.28979122019347
87.69,94.48,195,100500,5.659703313906328
6.02,14.24,242,105200,7.036790934537006
49.93,89.0,219,102900,2.885166183733726
56.92,40.77,184,99400,4.582397367835037
10.77,91.02,158,96800,2.5888091440389993
27.83,18.28,268,107800,0.1699923636197853
81.52,80.53,249,105900,3.860288071804596
33.46,13.13,276,108600,1.9595858209150452
34.88,77.56,293,110300,9.478200100483157
51.03,59.14,117,92700,0.16058020152828867
8.79,44.57,83,89300,0.2503280883886816
66.78,92.18,113,92300,9.150196424299024
1.49,93.97,162,97200,4.5866833585271936
12.47,10.43,219,102900,5.945628970694594
96.96,95.72,228,103800,9.194446823879293
77.44,66.69,231,104100,4.465108148780001
85.06,65.74,282,109200,0.6474615363854963
83.84,23.18,230,104000,1.4098751971342038
44.14,3.92,28,83800,5.1287498752670615
42.27,76.89,238,104800,9.19475927010926
34.95,42.21,1,81100,6.132359626609839
62.96,94.05,232,104200,1.4249655386588667
14.33,57.74,24,83400,6.256703361552662
83.82,76.03,53,86300,8.142493269335187
14.64,3.8,185,99500,8.497720312492541
90.52,15.71,134,94400,9.03518262919645
50.77,12.41,223,103300,6.385161044141085
46.48,93.27,220,103000,9.508884989326244
10.25,25.95,203,101300,7.783854269336713
20.71,3.75,173,98300,4.869057957249016
54.06,22.94,228,103800,8.744956484138399
0.04,4.3,283,109300,3.6488297562989858
5.83,12.75,88,89800,6.137200350256452
99.26,19.08,155,96500,0.5691653543297237
35.18,87.79,187,99700,8.268538964820449
36.83,41.56,37,84700,9.842331965144155
47.66,38.19,225,103500,3.8341111306366384
27.47,30.04,47,85700,9.05778729267939
77.81,53.36,164,97400,1.4631361420311717
53.44,0.56,171,98100,5.151560455558
44.69,57.87,145,95500,5.20745090999109
15.64,83.39,119,92900,5.794029080328866
70.02,54.85,28,83800,8.496453069287305
33.1,24.07,279,108900,9.680880890170855
77.57,79.0,144,95400,8.511953741979173
54.53,78.26,21,83100,6.8283519548848695
89.92,93.71,100,91000,0.4029234625716849
69.53,70.59,233,104300,8.11322223939348
13.37,1.7,181,99100,2.211557456260702
58.26,62.21,2,81200,1.4233856437651093
55.12,77.26,43,85300,5.422051628057295
98.57,99.07,274,108400,8.265264220925001
48.43,69.48,202,101200,6.4316953698628865
57.26,93.62,251,106100,9.285268201306868
70.62,70.66,87,89700,2.3963945091474814
28.28,26.2,90,90000,3.585583132745458
26.43,91.62,252,106200,2.3917904608008786
44.71,39.37,298,110800,5.037657326115841
35.22,36.78,300,111000,5.885252337765068
83.87,38.12,220,103000,8.014028300094337
4.03,25.61,135,94500,4.51796777265998
5.06,2.21,17,82700,5.470942937652971
90.74,64.36,32,84200,7.191148497613784
8.17,63.08,90,90000,8.427242830167692
61.39,32.28,131,94100,9.633256936935707
78.02,96.7,114,92400,8.312083281758104
24.31,9.65,236,104600,7.849699176318596
83.85,36.83,78,88800,2.014386956771542
79.73,41.73,200,101000,5.132334596994702
36.73,18.04,264,107400,4.7858795350578305
58.13,2.25,140,95000,7.29948406259215
68.28,17.13,156,96600,3.3587561028685045
33.31,92.78,233,104300,3.370112533162164
83.43,72.85,109,91900,2.076390082478665
86.63,90.25,238,104800,4.427049211312269
57.23,29.31,77,88700,8.745131839636239
67.97,33.92,215,102500,2.6282458443427617
91.23,66.07,125,93500,5.947579953523312
45.76,25.15,257,106700,3.4731864583995833
18.13,49.33,118,92800,3.269344443938359
63.61,98.64,118,92800,5.970902928673411
45.57,63.08,178,98800,8.245191400638552
24.24,12.1,121,93100,8.39014995539793
59.24,56.02,271,108100,9.695660304956272
2.83,93.02,152,96200,8.06090269079046
63.75,71.28,226,103600,8.77720679679195
51.36,75.55,272,108200,6.1554866794626975
25.49,9.16,216,102600,6.689257164792803
92.97,58.48,165,97500,6.579590793870086
96.08,10.1,123,93300,6.158176823988155
21.35,16.05,252,106200,8.776671624856126
37.1,35.11,182,99200,8.045183655685268
13.82,97.52,157,96700,9.278590804274277
37.29,63.78,151,96100,7.603064341700753
38.8,58.24,67,87700,5.761756949591481
12.06,26.43,149,95900,3.8418428950890604
