X,Y,Channel No,Frequency(Hz),Range
4.58,92.06,112,92200,1.7289216986649436
65.69,22.82,1,81100,0.180105478204442
71.64,79.92,275,108500,5.018481287894348
48.54,26.16,40,85000,7.321775391179446
66.12,61.68,210,102000,4.205692319894039
49.81,69.69,64,87400,9.340809975452526
15.11,60.02,300,111000,1.633611254245152
83.68,74.78,167,97700,2.55788016333812
42.08,98.12,148,95800,2.8957184595152707
95.82,83.03,264,107400,3.197048938148831
13.59,3.48,190,100000,5.435094469546222
5.77,53.46,287,109700,8.62292525313978
26.87,30.77,32,84200,1.0882094546191767
67.67,59.41,161,97100,6.911848514828341
26.85,57.12,43,85300,2.2563284006316886
36.82,45.52,232,104200,4.95487941848899
8.62,18.53,283,109300,3.7758761548839628
48.61,34.69,15,82500,0.2266255299745057
56.7,24.06,196,100600,7.682436554692268
12.9,6.78,300,111000,5.02615712970529
95.86,5.43,270,108000,4.524888904904021
2.53,6.14,252,106200,2.773578719996376
80.2,34.42,103,91300,6.446285663756887
67.55,73.43,58,86800,3.603645260716074
26.75,67.41,115,92500,5.322445365283185
38.14,38.73,70,88000,4.717754149629336
7.78,57.31,38,84800,5.410175288363775
88.76,57.44,206,101600,9.82561858876762
52.1,6.75,92,90200,8.433013481615504
23.61,18.47,177,98700,0.5220625706302051
69.94,23.1,84,89400,9.208211390237764
9.2,4.78,85,89500,1.0030770388355126
7.85,75.91,188,99800,8.835335228905631
23.69,40.63,132,94200,0.4351576760673226
61.0,50.45,76,88600,7.321642419726496
14.59,16.87,99,90900,5.2659253312452385
18.39,37.27,99,90900,8.165786595374453
56.68,45.79,143,95300,6.421236689626898
93.34,96.78,107,91700,8.86920184383942
79.86,60.7,150,96000,4.699807050157778
96.45,90.61,137,94700,6.259708740521374
93.52,41.56,270,108000,6.682454700754167
40.79,76.79,111,92100,6.716765252015012
67.94,17.91,185,99500,4.457301636649982
30.77,24.78,7,81700,4.360838870564629
46.23,72.93,60,87000,5.668790356141173
74.5,17.82,167,97700,5.645396646480214
50.89,48.35,211,102100,7.477571028302062
77.44,75.36,261,107100,4.85998814681485
17.9,29.09,200,101000,4.526840892343441
20.04,46.31,114,92400,0.2641256131343783
38.22,68.38,106,91600,8.91144836405973
95.98,94.76,11,82100,6.027623425028076
11.75,99.61,252,106200,0.30816261943431345
88.99,24.63,19,82900,7.113560157927656
22.03,69.4,249,105900,9.124338469311725
96.18,66.66,163,97300,6.621033509179151
21.14,17.88,84,89400,0.9394171862384626
63.75,82.16,51,86100,1.978706682303324
73.91,26.92,218,102800,9.237199991609355
86.72,21.18,45,85500,4.475267300932968
48.15,54.68,122,93200,6.950719968710315
38.95,10.0,142,95200,7.814134836121184
53.17,75.69,144,95400,8.566263776268782
41.49,32.55,253,106300,5.228055903109929
22.83,49.91,239,104900,0.26523245682069096
48.04,13.31,260,107000,0.8818908275751869
11.38,51.07,289,109900,9.035035791143713
24.83,5.94,139,94900,2.1824380758910857
20.32,95.06,19,82900,4.972176796422748
28.57,40.46,17,82700,2.7123249087070676
2.77,22.27,240,105000,7.657521624044086
41.47,84.99,81,89100,5.9768298898379975
98.28,4.69,33,84300,4.9370968934842825
4.6,33.13,111,92100,3.320271348302443
35.39,67.65,151,96100,4.5295040134416285
2.37,36.79,158,96800,3.210791724200801
1.79,39.49,207,101700,8.347321525835092
89.92,66.56,151,96100,6.743775727169366
22.86,67.62,280,109000,0.4150875988870095
22.35,95.84,30,84000,6.46576441966298
7.98,69.07,66,87600,9.847237389042117
40.42,73.95,253,106300,3.41983956374749
21.18,15.4,78,88800,4.9786260432997675
90.6,73.75,149,95900,4.263558745635993
7.65,87.09,285,109500,6.7871117579051194
9.22,74.32,260,107000,5.1714094438221565
60.79,71.15,299,110900,3.987528483066739
80.08,66.23,151,96100,8.421398516260602
46.27,16.93,8,81800,7.290847659870032
83.05,47.78,267,107700,7.652110514434566
8.25,9.82,224,103400,1.399337984275053
86.8,14.04,54,86400,7.99083783540635
71.43,70.54,148,95800,4.342198402549668
3.45,27.58,269,107900,1.9799823085411616
17.53,38.02,21,83100,0.14686346278640516
14.94,99.55,236,104600,3.508880379885353
59.16,48.53,81,89100,1.8956023946978406
1.17,2.87,187,99700,1.9887504310789983
55.72,80.43,204,101400,3.64803730292677
49.02,85.55,99,90900,2.6431535911689052
16.31,94.22,21,83100,6.136945353110016
97.44,51.42,73,88300,6.034921915819994
12.63,61.13,229,103900,8.59256025705315
78.91,27.92,146,95600,8.478996482258516
81.28,39.75,232,104200,7.451196421558319
50.53,46.42,155,96500,2.621266928008694
29.44,30.1,51,86100,8.395291917851194
68.76,18.83,111,92100,4.674845519059467
70.35,6.95,21,83100,6.398002359394232
51.2,6.52,128,93800,7.232010369581414
5.83,10.47,253,106300,5.856724390987286
86.05,42.14,267,107700,7.503309216557499
41.92,50.98,157,96700,0.05296932361182893
95.36,83.22,300,111000,3.7223241073385624
70.59,66.79,136,94600,3.0337797358789462
31.44,47.55,270,108000,3.3988459522108814
75.85,59.58,214,102400,3.4414977326225014
87.81,4.69,158,96800,7.364474751066867
25.33,19.7,138,94800,6.0995520932587945
35.73,75.24,67,87700,2.048967812651311
90.28,45.83,123,93300,4.473680144142261
55.11,20.38,192,100200,8.225249416771469
96.08,57.51,214,102400,3.05851549918724
14.82,87.55,128,93800,9.294414963290679
42.98,97.32,111,92100,9.782910698320194
71.58,15.24,179,98900,2.934047206450182
52.66,19.94,232,104200,2.5840996022104514
98.68,89.45,132,94200,1.1447557748638892
89.84,69.61,195,100500,3.1774943250754872
26.56,88.0,204,101400,0.09828766725808458
80.42,54.52,218,102800,2.9584322751449763
75.36,44.32,118,92800,0.06938921397275366
97.39,36.88,194,100400,8.033688018827897
86.66,12.45,225,103500,9.632556412027744
14.23,70.94,23,83300,1.1194391368384327
16.08,16.76,294,110400,7.389934113486295
31.86,37.59,252,106200,9.89024401754315
31.44,25.91,286,109600,9.090170767022723
69.42,43.85,7,81700,3.15837557022997
72.36,99.05,222,103200,1.078512748369841
72.04,78.27,87,89700,5.748665223013831
66.02,14.1,192,100200,0.720615341334242
29.48,39.4,58,86800,9.261261246229644
61.35,2.93,7,81700,6.557447427115576
18.01,82.95,278,108800,2.140026963580998
39.26,86.41,179,98900,1.4235634210649617
75.33,66.02,136,94600,8.050578815446526
80.08,23.22,72,88200,9.199406449824028
93.23,1.51,7,81700,4.888356394305613
20.81,60.92,244,105400,4.029964931367893
65.72,74.65,138,94800,7.558984331389247
15.02,5.11,203,101300,1.1430499463729538
62.16,14.58,129,93900,9.68220307582785
15.72,3.02,230,104000,2.4129462745925565
3.83,59.09,14,82400,2.6546742557749714
37.68,71.61,83,89300,1.767743497529809
10.62,97.98,131,94100,4.060174717271929
20.12,87.11,203,101300,4.816037603698813
49.56,31.53,191,100100,1.6384363429698723
2.38,92.85,117,92700,0.7119198626778156
61.31,34.6,277,108700,8.222853690796972
46.34,75.22,255,106500,9.483500847314755
62.47,73.94,100,91000,7.945310598784564
87.17,3.92,83,89300,4.673190895148155
21.55,86.58,209,101900,4.202646467272401
71.17,31.88,92,90200,4.187304782498579
85.0,90.55,268,107800,6.409170566423069
44.0,2.75,144,95400,4.394319127136006
85.68,65.67,165,97500,0.3547659753472254
85.61,19.29,169,97900,6.567557066499289
0.85,11.81,209,101900,7.3864318274704015
49.06,84.88,149,95900,6.217680757101669
39.35,64.7,91,90100,0.8766798238423124
49.82,41.98,244,105400,5.3379654362246685
28.19,25.34,278,108800,6.185476996311612
69.26,96.53,174,98400,3.3818651805737154
37.87,38.03,297,110700,8.120002768059978
81.48,35.07,140,95000,3.355168565286019
32.49,34.12,158,96800,9.711287563870279
86.1,12.84,108,91800,5.837571052180243
55.96,43.88,81,89100,8.82795216090598
31.52,15.26,144,95400,2.310546267003004
68.79,67.37,86,89600,7.010153520983185
42.64,72.68,276,108600,3.7759747055019077
31.24,86.38,38,84800,4.113122495817524
25.21,38.78,278,108800,5.375374393492123
88.16,94.56,126,93600,5.487229910062771
4.8,26.91,190,100000,9.291263587966599
48.52,20.31,145,95500,6.98447905713058
72.63,35.25,44,85400,8.514968115750632
67.99,17.87,96,90600,9.970096407687318
52.96,81.57,287,109700,2.6400426572929425
37.39,6.39,34,84400,0.5391116079573988
76.66,11.85,269,107900,3.384711934872764
51.09,43.45,42,85200,7.504365290457321
44.81,42.63,205,101500,4.413835433938269
80.2,30.0,209,101900,4.553424730706483
92.16,46.72,286,109600,4.730646599378586
3.16,57.09,88,89800,6.792777811108953
15.54,94.14,252,106200,2.606920018115575
52.79,21.16,270,108000,8.140090517513775
14.95,15.8,87,89700,3.0395461600772853
23.59,54.33,279,108900,7.52711927671567
6.32,66.1,238,104800,4.040252684342499
45.19,38.84,111,92100,1.3812194515459209
3.83,22.34,216,102600,8.818186540005964
69.14,0.8,273,108300,1.5126659956044486
37.19,74.04,217,102700,2.8932512212300185
34.56,7.27,46,85600,9.404857056542319
64.51,23.05,209,101900,8.328770099992635
75.48,22.85,77,88700,4.4477815036050945
65.22,36.66,213,102300,5.198722386171566
7.71,17.31,74,88400,8.241044454749881
48.62,70.24,149,95900,1.8672344027291399
86.2,54.05,150,96000,4.496656515654005
94.13,3.35,229,103900,7.0722340186370065
55.35,30.7,201,101100,2.975329105591933
46.56,13.84,292,110200,4.743448001707592
24.1,87.91,12,82200,1.381087986570515
26.22,48.13,242,105200,6.175751458829214
85.34,50.03,171,98100,5.211747896678292
77.61,32.7,204,101400,8.007048823417815
64.61,12.18,163,97300,7.61757503670533
72.78,11.75,107,91700,0.45636609244378845
27.41,42.48,287,109700,8.663948839697795
5.86,89.1,138,94800,0.659957318388209
95.93,25.1,208,101800,1.7389078748201636
63.85,98.47,197,100700,5.55447044247246
26.3,30.03,117,92700,8.812253793083734
35.32,25.75,63,87300,7.606355752761794
75.84,59.13,214,102400,1.864811323743245
23.46,59.25,131,94100,2.44173768116813
45.81,84.15,232,104200,4.996111964592717
63.02,49.36,189,99900,7.913194513292895
19.87,62.33,142,95200,6.824094260391842
1.33,18.01,283,109300,9.827787846881405
31.01,87.83,69,87900,1.0555263630566114
93.31,69.89,237,104700,6.089046733418262
80.46,13.01,200,101000,1.1811532008928793
76.98,22.44,299,110900,1.665436234976796
0.72,52.87,16,82600,3.6916835659473324
42.07,89.7,250,106000,5.0364070131994785
2.21,67.82,163,97300,9.982562426209972
77.37,26.23,130,94000,8.687933608393593
67.74,5.24,160,97000,6.086152984840748
84.29,61.71,131,94100,3.0922840797686444
62.58,68.9,3,81300,8.814876209595061
74.05,34.2,122,93200,4.32762319064342
8.91,76.47,207,101700,7.999663423795496
23.49,60.65,211,102100,9.144213981792678
33.17,60.26,1,81100,4.852659549443011
50.79,66.98,63,87300,9.593959885447118
32.39,63.96,207,101700,2.565607814738314
86.57,36.65,58,86800,9.193577363093485
21.06,88.96,211,102100,4.9761557570047845
57.74,27.0,196,100600,8.529845378449401
14.36,48.08,68,87800,4.300063234519289
72.57,45.2,1,81100,4.935377130697213
75.15,91.33,110,92000,7.750884847328898
93.15,72.27,203,101300,5.71875568861227
2.43,78.92,6,81600,2.4692583065875464
8.86,72.69,295,110500,9.933390873855092
67.23,89.78,222,103200,7.086863815144879
78.65,29.68,140,95000,9.981146143701698
8.02,70.68,59,86900,8.887057921997728
93.25,1.7,82,89200,1.7918859523385555
82.5,50.41,286,109600,6.733026342446468
19.12,4.53,22,83200,3.877142607080457
34.98,66.42,107,91700,9.459177055561218
25.56,85.06,101,91100,9.359845644332536
79.35,77.0,206,101600,6.41281018243741
63.1,67.73,68,87800,6.923534597271857
16.7,61.32,96,90600,4.3474747468923125
57.24,22.93,80,89000,2.4509188158339477
3.12,41.6,158,96800,2.3697745011991964
4.86,27.48,58,86800,1.5366104371701572
59.0,97.0,89,89900,2.4968230664144695
12.34,62.01,246,105600,7.8220800991412895
63.67,77.21,28,83800,7.367494316952654
94.11,17.09,216,102600,4.628380089486875
11.09,65.15,43,85300,2.4486811290747723
58.63,61.02,136,94600,9.226241255357637
11.5,82.97,69,87900,7.775876463797628
44.26,55.37,77,88700,4.51225870821995
11.7,83.08,168,97800,2.8596519642035165
32.16,91.56,58,86800,1.238828968074387
72.12,17.09,208,101800,8.276426784422684
55.41,61.51,82,89200,2.3152890551775682
82.97,29.21,292,110200,2.949933625571468
43.86,68.54,255,106500,6.255607288025531
23.55,78.12,192,100200,7.931891641047482
93.01,30.86,75,88500,9.447502687910962
68.97,51.39,265,107500,5.2257209612373785
21.71,29.29,206,101600,1.5687851993496282
26.64,99.82,113,92300,4.891086106842037
88.17,3.38,7,81700,7.845033037848576
41.49,85.92,210,102000,0.25125382190719137
67.0,5.49,275,108500,8.750722781063216
42.99,9.98,35,84500,0.8376136628284858
50.67,81.36,243,105300,7.682110532941023
20.05,50.14,60,87000,5.990348321801582
28.15,57.11,37,84700,0.7093060723216527
0.21,28.79,239,104900,0.44157057624308993
10.75,78.07,60,87000,8.038084519234982
78.65,96.49,106,91600,2.293888140298966
20.58,62.38,182,99200,2.7263351406806233
89.41,6.86,3,81300,5.53621937906515
30.52,3.91,158,96800,9.609131284679956
36.32,40.99,19,82900,4.478891871817256
46.33,83.09,150,96000,2.550027577191151
4.44,28.54,285,109500,8.51700955286993
51.27,21.83,58,86800,4.970327052529785
53.9,3.92,102,91200,8.626418738192944
91.65,49.24,130,94000,1.1850118441901791
57.96,30.78,108,91800,4.548207439382905
67.38,28.53,260,107000,1.1222759798857684
84.2,25.72,254,106400,5.219707114538458
6.36,32.26,196,100600,0.4079468451596968
33.83,12.97,271,108100,7.56279627102996
43.14,43.17,70,88000,1.0974999763316062
47.86,45.87,120,93000,7.050587045449125
93.33,0.79,179,98900,5.23416903305365
60.72,38.11,190,100000,0.7541902069888651
13.29,10.16,104,91400,6.255316568000139
32.2,57.76,115,92500,1.9413497229685706
61.6,78.47,132,94200,9.57053841019606
16.71,50.82,222,103200,8.283703319085753
33.4,47.76,72,88200,8.55994055681243
35.21,77.3,146,95600,0.7608891415457752
21.75,47.46,224,103400,1.1119145510396966
99.61,62.39,113,92300,1.2655996703255212
71.06,99.04,168,97800,2.6150642345507147
2.14,88.38,84,89400,6.458083044604372
26.95,67.24,242,105200,7.173464607403059
22.76,78.44,136,94600,7.741945573581179
53.97,66.87,280,109000,0.5191886780321409
26.71,52.78,265,107500,0.3920107050901711
88.28,2.53,241,105100,6.598267017706365
21.08,69.48,127,93700,3.3223725236469024
15.77,39.64,66,87600,8.709488022382537
14.48,97.73,273,108300,8.10775382456675
17.69,79.62,123,93300,4.13944298342444
77.19,9.77,227,103700,6.439252126493398
5.87,39.27,236,104600,4.8780116379874014
30.36,18.71,48,85800,7.888160066455275
77.31,15.26,121,93100,2.7883119686292646
2.3,34.94,286,109600,9.756673813466826
54.08,48.14,231,104100,4.772537957949292
77.8,60.64,85,89500,1.9060980493253399
38.53,87.09,228,103800,6.404833035537573
31.62,93.63,59,86900,7.1720074407505585
6.21,96.71,190,100000,3.235415585931988
81.69,65.16,136,94600,1.608362998009657
79.27,40.03,73,88300,9.703860452385754
19.13,93.71,116,92600,4.061722906418458
71.52,18.33,295,110500,1.187236033078306
72.43,97.08,298,110800,6.081541830709573
73.2,47.45,13,82300,5.160506570481741
41.47,68.29,130,94000,6.948529307977064
48.17,2.9,176,98600,0.42820570341026487
93.23,87.59,267,107700,4.581782764649255
49.13,71.51,12,82200,6.720171041210099
45.59,12.05,112,92200,7.604786912421862
17.58,6.14,255,106500,1.1085942575509988
78.19,57.54,28,83800,2.154554985582511
24.35,91.73,130,94000,8.333561838999511
0.14,63.24,49,85900,5.757539894798562
23.8,95.96,187,99700,2.5106545864893635
73.07,8.25,110,92000,0.3271263123834822
40.26,95.82,152,96200,1.2842968455337944
35.1,31.69,124,93400,4.023398091635598
78.78,42.62,81,89100,6.387926038639127
96.33,93.08,288,109800,3.225625881654426
53.86,52.15,1,81100,8.0364446195538
79.72,98.29,97,90700,8.476899016290414
59.76,84.43,238,104800,3.523845476485902
62.56,7.43,204,101400,3.1502006392248996
63.69,7.73,175,98500,1.901621544064075
33.24,36.3,99,90900,8.34386417888511
89.54,25.42,12,82200,8.400110326455948
15.53,60.17,294,110400,8.635914534260255
73.55,81.05,218,102800,1.2100391639129804
28.4,29.89,288,109800,8.711655252349555
15.92,46.81,220,103000,3.906249275132161
43.24,14.38,171,98100,2.3336798536059398
22.76,43.84,19,82900,3.8671463921438542
72.28,90.26,1,81100,0.8611300166891578
31.04,38.84,48,85800,7.875373812687187
72.12,10.25,252,106200,5.664650363909508
36.24,10.85,273,108300,3.187292848618898
74.48,94.78,36,84600,5.850483375021261
96.89,84.56,202,101200,5.897101171913715
62.76,8.08,128,93800,2.133148380182228
73.14,81.87,99,90900,8.718091102458974
97.21,99.57,172,98200,8.319054438688019
67.85,52.36,293,110300,0.3371508450783267
54.36,14.18,270,108000,1.427335250217241
77.29,5.05,246,105600,6.403932900175956
87.08,0.8,68,87800,9.129567204333608
26.35,78.66,89,89900,3.784136043040828
30.12,77.72,64,87400,1.9934795516472492
58.28,55.8,220,103000,0.884369890283806
73.53,45.19,179,98900,7.430164892414023
72.59,47.68,165,97500,6.247585674690855
0.98,71.29,290,110000,0.6388135981589416
56.42,50.18,16,82600,8.982842986783881
43.4,15.09,44,85400,4.992990623724058
34.42,99.65,109,91900,9.347247183186902
29.86,93.01,83,89300,3.89961377981924
70.23,37.2,269,107900,7.513506396894913
26.64,38.5,202,101200,8.27395113550497
88.36,24.31,236,104600,7.462238262925915
43.69,53.34,279,108900,7.405275342170119
49.99,38.88,37,84700,0.41865707587683487
52.73,99.44,183,99300,6.5387008644999955
7.76,21.25,264,107400,5.349630137159538
5.54,34.14,194,100400,6.275800238490823
85.8,32.49,2,81200,9.946549751919328
62.81,49.09,219,102900,7.612763102004175
79.12,33.67,139,94900,4.095558041810595
44.01,33.16,44,85400,1.7092499532489436
43.67,93.87,268,107800,4.089138126774067
86.99,43.0,140,95000,6.339105672830524
52.66,87.41,170,98000,2.4279762671432605
62.31,31.64,206,101600,6.3473608123784055
28.23,46.17,202,101200,7.821554221648413
21.9,54.86,240,105000,4.664372410202553
17.97,91.63,182,99200,8.398684693876895
74.11,48.08,152,96200,3.751657598100203
75.47,83.0,55,86500,8.819898943198973
68.0,42.19,48,85800,6.425365413973322
21.01,82.96,94,90400,7.2332729798021
38.59,65.92,225,103500,5.379042107307041
4.13,60.2,89,89900,9.281183884520024
11.64,64.29,196,100600,4.370262236137466
63.25,19.68,32,84200,4.75114250579701
91.84,48.13,113,92300,1.8149767820775697
79.17,75.34,148,95800,4.229032233431111
61.36,77.91,119,92900,1.7244450799951427
49.12,57.67,28,83800,2.173781134839748
96.94,76.58,21,83100,3.7040168836709553
65.89,79.22,78,88800,3.261007090479917
73.56,61.02,289,109900,5.698706588825651
72.66,64.56,10,82000,7.367987436610763
59.93,79.0,246,105600,1.8115952955147174
78.18,88.23,191,100100,7.078209363516406
26.93,40.0,200,101000,5.737988224265202
59.49,53.99,128,93800,9.611743951602277
84.03,31.56,196,100600,4.957597057520967
49.44,91.99,209,101900,2.335041176849637
30.63,20.74,24,83400,5.021702593757874
5.11,46.38,196,100600,9.823971592063657
59.26,49.78,274,108400,9.181401783545521
79.71,75.34,206,101600,8.35681164755045
76.01,48.98,235,104500,9.752072350056235
75.41,88.08,197,100700,5.865396072675983
9.79,5.93,236,104600,1.4297210469293042
37.41,98.65,37,84700,7.095110334766693
66.42,50.28,154,96400,7.104817789308115
60.6,85.29,122,93200,2.996286406559794
46.32,35.44,113,92300,6.302683790428407
19.4,5.84,251,106100,3.3256562681633293
85.15,25.04,246,105600,9.366912917433082
98.46,34.6,283,109300,2.867832390977566
95.66,20.58,127,93700,4.950279023593352
97.67,54.11,238,104800,5.540580451585506
86.01,98.97,287,109700,8.749015074009426
7.91,56.68,187,99700,0.527447659626179
4.83,64.07,139,94900,1.0803945903640777
6.32,84.48,69,87900,9.246879404622186
16.55,54.32,287,109700,4.635575719280957
98.98,64.81,191,100100,7.8342998603653875
42.0,90.57,202,101200,0.22133609061404158
47.3,77.45,187,99700,3.4550313646133723
8.48,92.35,198,100800,2.623516638797041
50.2,24.86,61,87100,3.409884298944905
41.42,38.96,134,94400,4.875850259979119
18.38,62.72,251,106100,8.026539481243816
95.19,2.4,129,93900,2.600759053706244
69.31,88.33,146,95600,3.7894742059489825
64.67,33.3,146,95600,0.01031791498586676
91.93,77.28,233,104300,4.246430724098905
41.07,37.98,58,86800,1.328772278885677
78.51,5.25,74,88400,7.793794271355559
75.54,45.33,159,96900,0.4419196769937628
98.05,90.9,127,93700,3.4965016979231764
92.48,25.14,168,97800,3.5187111806090385
90.01,48.32,134,94400,6.306284232584932
50.69,86.44,256,106600,4.118221890472283
90.42,43.18,43,85300,9.2273717634924
84.96,53.72,152,96200,4.228590662666799
63.15,5.17,272,108200,2.619828663332081
73.46,91.93,273,108300,3.0277700178334
98.58,61.39,72,88200,5.562168618115293
66.69,26.7,36,84600,4.55934396811959
58.92,20.23,71,88100,4.307848851485936
83.07,85.61,266,107600,6.536913218502882
95.01,53.09,128,93800,1.811935524111069
22.72,68.12,120,93000,2.090500218891498
32.97,92.98,298,110800,6.17816921498158
76.42,37.35,234,104400,0.3172318543124075
30.56,92.81,24,83400,5.94261670947771
9.91,14.9,263,107300,7.271604565913407
33.15,64.05,190,100000,5.284082743402847
84.83,51.83,89,89900,7.709572335527358
16.83,46.79,195,100500,1.6057428869666235
37.33,43.11,127,93700,7.073398741065363
92.53,45.95,168,97800,3.195557305319653
72.93,51.06,223,103300,9.364842622353803
58.85,5.16,198,100800,2.7297033889935394
51.7,3.78,285,109500,7.603168767812006
33.94,80.06,94,90400,7.7745416642651675
32.04,38.76,232,104200,1.3083525529219975
66.78,15.32,65,87500,6.865757927463656
12.95,69.02,171,98100,8.101555315582988
27.14,26.43,198,100800,6.551842080572955
65.18,59.36,133,94300,1.1936351705765047
99.93,36.11,71,88100,3.492706330427459
69.36,13.48,92,90200,9.76351827321308
64.41,18.13,185,99500,6.469062343164303
86.13,89.66,263,107300,7.443313816343094
21.81,56.48,228,103800,6.30640250680244
67.25,81.81,116,92600,4.164028664417482
45.84,36.72,249,105900,0.22760574875773876
79.66,25.9,284,109400,6.218731577323984
69.62,48.18,193,100300,9.155056680208219
54.88,17.35,289,109900,7.719464243158354
90.17,90.52,46,85600,7.777765221850256
95.29,54.17,103,91300,6.716691823152049
66.63,46.29,250,106000,3.728549650764897
65.39,52.54,274,108400,0.5785614110732695
12.2,2.32,244,105400,2.5844318496399543
71.83,17.12,113,92300,6.160803803065527
31.22,77.0,83,89300,3.3697306963048645
88.48,86.34,223,103300,0.6121794350887388
32.91,38.15,262,107200,6.22197804036408
14.94,14.78,6,81600,2.036567138207822
60.75,76.53,136,94600,1.4479537670721965
65.66,99.17,210,102000,5.75901547820469
13.09,33.78,172,98200,1.5793769820172632
74.99,2.39,13,82300,0.6134668056677095
94.05,70.58,138,94800,4.619859742556702
68.8,80.65,265,107500,0.8848019826472986
26.78,0.5,50,86000,4.497646208296815
97.48,73.17,230,104000,7.60399704842442
80.95,8.22,71,88100,0.9996820482430735
46.76,70.6,88,89800,8.525410137265412
15.25,17.01,284,109400,6.015208891702074
43.3,38.91,166,97600,8.928664418868571
12.29,69.56,99,90900,0.7711238235764317
49.8,38.66,2,81200,6.4096719869925245
87.74,38.86,14,82400,2.562789977953975
