X,Y,Channel No,Frequency(Hz),Range
65.25,30.9,7,81700,4.388918271371192
89.77,51.72,233,104300,8.281828529919244
62.42,40.83,42,85200,0.9728787387811055
83.25,42.15,22,83200,3.4009031379642476
67.91,89.95,292,110200,6.925971388589095
89.58,2.48,133,94300,8.72757385244152
0.4,62.24,123,93300,5.116387625248119
65.32,64.54,83,89300,6.351193930724435
95.68,82.47,122,93200,0.3892024587271925
83.59,93.31,211,102100,1.2216523539587298
56.66,56.34,257,106700,4.279474021375292
42.55,7.64,222,103200,9.589754757679785
27.62,13.87,88,89800,1.4983067545093254
39.63,91.08,253,106300,5.82503168584582
81.08,69.09,85,89500,3.202573099483952
92.31,56.28,176,98600,6.133431917144644
60.3,10.68,293,110300,4.392723064954829
92.68,42.87,160,97000,7.054082993943988
3.33,94.46,109,91900,8.462148489793794
67.66,48.46,148,95800,1.293905035462083
85.63,16.78,254,106400,3.065110392572352
78.89,14.95,75,88500,0.9711108805760593
57.43,10.22,209,101900,1.6036378979628718
37.61,18.51,48,85800,3.8495271554714816
19.24,17.33,173,98300,1.1887086442111972
28.22,40.23,255,106500,6.97749582770804
74.3,66.79,115,92500,4.74533811851294
31.38,26.97,71,88100,2.2763782465192017
20.54,97.19,109,91900,4.749046495352875
12.77,86.84,135,94500,3.1891551154108044
95.79,48.1,198,100800,3.052952631797602
96.39,2.41,265,107500,1.2903009137059018
70.37,65.42,60,87000,3.447097485951598
73.19,85.94,209,101900,7.721281985051923
88.64,48.82,56,86600,5.447407758490446
4.85,45.89,37,84700,0.055207779678875246
97.25,2.42,214,102400,2.7101256544743513
70.34,81.5,92,90200,9.46909843991364
62.12,36.95,121,93100,2.183942285680305
68.64,73.1,224,103400,2.3289576926597224
68.33,11.5,160,97000,9.328106721711716
34.59,90.02,106,91600,1.0436145630654958
17.53,95.95,228,103800,5.528357491982812
47.25,94.84,204,101400,0.5466196996598949
86.01,81.42,26,83600,0.2277461391496205
9.82,83.09,149,95900,3.406160835989651
83.38,65.56,69,87900,7.6567129642128195
58.58,61.09,293,110300,0.38195726223755
56.25,91.51,45,85500,5.702760738731119
14.72,30.57,165,97500,6.442716134051063
14.62,25.49,200,101000,8.117635732556266
27.3,19.1,100,91000,9.681480765489857
19.5,16.15,229,103900,5.538227486232795
68.2,67.41,133,94300,2.2288290662449017
59.36,91.02,186,99600,1.7218128607008931
30.62,60.94,134,94400,5.8314317440812244
60.51,10.1,155,96500,8.89844585039375
51.66,72.0,147,95700,8.058189844069227
21.82,14.76,257,106700,6.561113475351857
26.23,60.75,131,94100,8.596578018026385
37.67,81.41,191,100100,6.591900464658114
5.0,68.78,211,102100,4.442678047743201
74.8,13.6,127,93700,1.010189695209116
72.0,27.26,168,97800,1.2607158407358376
98.31,83.55,262,107200,7.383550760133416
78.87,93.19,288,109800,9.238975990344455
0.35,65.12,132,94200,8.026289339102618
72.53,21.91,204,101400,1.5022881460951398
70.57,83.28,119,92900,8.393814981196932
90.26,81.78,42,85200,2.8166035242150023
62.02,42.5,13,82300,4.838405713833214
12.01,17.86,262,107200,4.854547768924828
48.18,86.14,236,104600,3.3052573100883222
53.9,75.29,216,102600,0.7544979401717034
37.34,82.07,42,85200,6.204782263654989
58.3,0.43,140,95000,7.828202626614679
9.01,25.93,80,89000,1.092127829740207
86.51,47.75,190,100000,9.938021796853375
63.89,2.74,75,88500,9.818175550724428
47.97,34.27,143,95300,4.815507134448084
33.34,50.05,179,98900,2.2945421687397607
6.31,99.34,167,97700,1.1255580129628817
77.67,21.33,136,94600,3.151178300742752
87.15,47.69,11,82100,2.748266922727254
13.14,57.13,86,89600,9.478234905775683
75.04,76.0,128,93800,6.063602443874525
47.13,33.01,130,94000,2.0592866292123544
27.72,9.49,11,82100,0.1482494669589074
67.97,68.8,241,105100,3.452453725301583
54.66,3.64,97,90700,0.05154756060352428
31.35,50.98,73,88300,2.797291863538578
3.9,98.76,207,101700,2.6870020449855825
8.92,42.09,75,88500,7.062708372656803
76.19,49.83,26,83600,1.4920964199945053
16.13,24.52,252,106200,0.7549667330087084
38.81,92.97,186,99600,5.6631013424537855
16.35,54.16,118,92800,3.931725664659409
42.68,50.91,170,98000,8.410532836333932
6.14,79.55,140,95000,1.1809037749120876
55.8,24.79,31,84100,4.908364449934743
22.48,15.98,236,104600,0.39110228374550693
13.86,67.31,64,87400,8.185820027075776
77.04,50.87,186,99600,9.438759541425464
54.36,82.95,208,101800,1.5505791644921163
14.96,96.63,198,100800,5.027789926004314
44.55,55.17,258,106800,0.8087793227032358
15.68,0.18,265,107500,0.9280414718085217
35.41,57.67,180,99000,2.7888131026798355
2.32,64.83,11,82100,1.7636876685665404
74.13,66.82,59,86900,7.8673602018332955
2.32,39.02,236,104600,3.7019729831072623
85.52,55.92,115,92500,0.37839247724175906
7.36,79.38,232,104200,9.193251636547016
89.39,18.44,178,98800,9.15627707738611
12.96,0.81,292,110200,0.027858564776329642
55.19,36.96,43,85300,0.876140199319192
79.5,85.06,128,93800,1.023183343770272
8.0,87.34,17,82700,6.3180606432783275
45.66,31.13,297,110700,6.660758743519947
90.55,43.51,283,109300,6.862494955873379
42.08,95.77,7,81700,9.889887754881805
54.8,27.17,212,102200,8.244828798835105
99.14,90.31,28,83800,7.439182909853863
3.63,29.07,181,99100,6.335633705281558
15.65,71.42,94,90400,9.574539806257159
28.32,13.55,22,83200,6.1048537042489945
57.27,87.55,282,109200,5.961890686421544
90.61,6.52,140,95000,8.26374759818395
83.27,20.3,14,82400,8.692234325066268
79.6,58.43,127,93700,6.805265629249955
57.89,90.68,35,84500,0.5677895722796267
33.11,68.73,141,95100,5.885129472045706
88.84,83.53,284,109400,2.3008422457434263
50.81,55.64,40,85000,2.4619985382812426
49.61,80.72,169,97900,8.616301046098181
42.11,56.26,110,92000,5.761751078990482
84.39,83.18,53,86300,6.556821468282818
45.68,45.9,244,105400,0.02034964012196827
64.96,45.28,120,93000,2.153465231533047

