X,Y,Channel No,Frequency(Hz),Range
0.88,93.98,72,88200,3.7132563712997477
78.17,26.34,300,111000,0.12862970662447681
26.43,28.33,212,102200,4.1342828339293085
73.05,85.95,26,83600,0.43895658616415645
32.4,96.25,13,82300,8.370689039866564
65.3,87.13,130,94000,9.983039793788253
28.18,99.94,63,87300,3.926083329745186
43.79,74.45,157,96700,5.064487285108851
19.83,47.15,234,104400,3.9122217528040437
98.98,4.35,169,97900,8.387808253112642
22.07,85.93,103,91300,1.3791402084630788
29.86,64.1,40,85000,3.919626134510553
75.49,93.08,49,85900,5.600284477329693
0.31,43.55,14,82400,7.75368981673544
77.18,71.49,222,103200,1.9178609272593816
5.94,82.09,59,86900,7.909621570224614
70.97,9.06,206,101600,8.432757588458632
26.88,49.79,111,92100,0.8376007136645147
58.88,52.88,268,107800,7.452314590749635
84.05,11.85,64,87400,8.538002705037785
89.5,56.42,174,98400,4.229023355965337
87.18,68.3,235,104500,1.943023306613444
50.79,64.35,154,96400,7.331132313569041
60.89,57.49,114,92400,4.259424499102433
44.98,10.24,292,110200,3.8356536369606964
62.41,60.62,137,94700,1.956860946249177
51.46,15.48,1,81100,3.435194385597927
58.72,47.74,98,90800,2.0301990939636383
89.94,94.3,62,87200,1.1683521082831272
14.23,60.48,66,87600,6.998439864654467
80.49,89.55,177,98700,1.6414126470410928
50.88,36.04,51,86100,5.165218433207944
59.84,86.52,265,107500,3.7852776167345414
81.95,38.5,143,95300,3.2004927848507347
53.97,77.99,97,90700,5.0206848874595735
87.82,78.41,149,95900,2.7603619417580374
25.79,82.75,178,98800,5.477893848614118
97.74,69.93,272,108200,8.198603469822675
13.88,51.75,1,81100,5.081359956515158
64.81,95.77,167,97700,0.4023732354851195
53.06,31.83,273,108300,9.969005664935086
73.31,24.48,84,89400,3.2747282185079154
21.23,94.52,6,81600,6.129320578632132
97.21,52.34,7,81700,6.663583371249645
87.63,79.77,168,97800,1.223659926605164
36.54,22.35,45,85500,8.782053344754804
47.85,48.52,216,102600,4.388054125113142
94.43,6.68,62,87200,4.966744593898719
18.02,85.94,74,88400,5.107101888198735
21.75,25.8,167,97700,9.472586964531216
26.38,48.16,170,98000,7.906849799244723
48.54,17.22,93,90300,5.805632941317322
84.72,99.18,166,97600,9.164993379224564
41.91,60.19,37,84700,5.6555262682556915
43.38,41.83,91,90100,5.48252504090787
78.5,8.6,182,99200,0.019965828212942238
34.44,6.8,126,93600,2.1546184021825776
96.41,83.68,135,94500,0.7335775872184969
85.26,27.44,253,106300,2.8298489275183725
96.12,30.79,117,92700,9.84857406286115
41.39,94.12,61,87100,2.621812791219924
92.97,49.81,20,83000,5.596053261010918
71.88,51.88,122,93200,2.058096235783682
84.74,67.47,120,93000,0.8226545886127012
43.06,77.77,285,109500,6.2968728400594305
87.06,32.05,81,89100,5.591704820991167
37.38,49.99,280,109000,6.145934123894012
6.58,75.2,117,92700,4.211326527803264
62.47,0.35,239,104900,5.373714829420962
67.43,4.42,131,94100,6.36089390645481
43.3,23.19,274,108400,3.5541032185175023
79.81,60.3,11,82100,6.694596488073181
14.43,99.53,176,98600,8.84006720192329
41.31,97.41,90,90000,0.6758464530214814
33.51,83.48,237,104700,9.375128001037885
91.47,24.85,203,101300,1.214237733191278
17.88,89.38,16,82600,1.9425007570785102
97.68,73.23,198,100800,9.619369221799213
65.83,12.88,157,96700,8.491550066698442
37.02,38.5,286,109600,0.5409696847872703
61.75,16.84,194,100400,4.598611060243005
52.21,89.66,283,109300,7.926558538314461
80.04,13.88,68,87800,3.0989471126489243
2.77,17.82,208,101800,2.996725219730024
96.38,81.29,172,98200,3.10968720528923
2.36,46.49,170,98000,5.120657309736797
87.19,51.32,129,93900,1.6472680283686159
32.07,19.75,284,109400,7.983671636992708
48.01,29.97,55,86500,6.8807127698013035
46.17,33.89,151,96100,1.1933756550761887
89.77,10.89,11,82100,8.763772018920443
41.28,80.76,187,99700,7.497053628355042
78.43,67.32,155,96500,2.0205661351682713
43.23,26.58,270,108000,8.01161218428363
67.66,24.95,297,110700,6.043137537334895
76.61,58.49,199,100900,8.636809885840124
37.15,40.96,27,83700,6.673796854379605
21.35,93.27,129,93900,5.376666537953931
89.56,40.71,146,95600,1.7250603826568112
27.81,57.32,169,97900,1.2833063844935344
78.26,92.29,123,93300,8.726373746278709
57.49,15.15,219,102900,3.718670969850275
34.67,31.46,261,107100,3.2269346363194162
39.67,44.77,23,83300,4.565422782509618
39.4,84.63,15,82500,5.13131591249151
86.39,32.92,164,97400,3.7781060600327967
34.43,76.05,119,92900,0.2589696967748889
87.43,90.07,184,99400,5.524617821329455
4.95,46.7,21,83100,3.5161330414626146
15.48,66.22,18,82800,7.307909941511957
69.04,57.13,202,101200,7.821368054775972
7.07,81.77,77,88700,3.46648761937449
0.79,94.37,160,97000,0.9625151399196241
49.56,74.79,244,105400,1.8238306812026883
78.47,53.43,130,94000,7.767947638499281
96.47,5.95,70,88000,3.891725977212619
92.82,18.65,100,91000,1.8897319642509502
53.77,55.35,5,81500,6.737311252805766
72.91,26.55,39,84900,4.817865476848508
28.6,91.68,198,100800,6.6112827519720145
86.71,52.64,129,93900,6.826713266504423
8.31,93.54,256,106600,7.824335279042253

